dept_name_raw,total,fiscal_year,variable,time_period,as_of_date,dept_name,abbreviation,dept_code,report_quarter,report_fiscal_year,dept_major_code
City Treasurer,1126357,2016,Target Budget,Full Year,2016-06-30,Office of the City Treasurer,City Treasurer,40,4,2016,40
Civil Service Commission,177937,2016,Target Budget,Full Year,2016-06-30,Civil Service Commission,,55,4,2016,55
Commerce,4763346,2016,Target Budget,Full Year,2016-06-30,Office of the Director of Commerce,Commerce,42,4,2016,42
Commerce-Convention Center Subsidy,15000000,2016,Target Budget,Full Year,2016-06-30,Commerce: Convention Center Subsidy,,42CC,4,2016,42
Commerce-Economic Stimulus,3294448,2016,Target Budget,Full Year,2016-06-30,Commerce: Economic Stimulus,,42ES,4,2016,42
District Attorney,35520792,2016,Target Budget,Full Year,2016-06-30,District Attorney's Office,DAO,69,4,2016,69
Finance,19958655,2016,Target Budget,Full Year,2016-06-30,Office of the Director of Finance,Finance,35,4,2016,35
Finance-Community College Subsidy,30309207,2016,Target Budget,Full Year,2016-06-30,Finance: Community College Subsidy,,35CC,4,2016,35
Finance Employee Benefits,1178626117,2016,Target Budget,Full Year,2016-06-30,Finance: Employee Benefits,,35EB,4,2016,35
Finance-Hero Scholarship Awards,25000,2016,Target Budget,Full Year,2016-06-30,Finance: Hero Scholarship Awards,,35HA,4,2016,35
Finance-Indemnities,41200000,2016,Target Budget,Full Year,2016-06-30,Finance: Indemnities,,35IN,4,2016,35
Finance-Refunds,250000,2016,Target Budget,Full Year,2016-06-30,Finance: Refunds,,35R,4,2016,35
Finance-School District Contribution,104184673,2016,Target Budget,Full Year,2016-06-30,Finance: School District Contribution,,35SD,4,2016,35
Finance-Witness Fees,171518,2016,Target Budget,Full Year,2016-06-30,Finance: Witness Fees,,35WF,4,2016,35
Fire,237253000,2016,Target Budget,Full Year,2016-06-30,Fire Department,Fire,13,4,2016,13
First Judicial District,110315300,2016,Target Budget,Full Year,2016-06-30,First Judicial District,FJD,84,4,2016,84
Fleet Management,46778465,2016,Target Budget,Full Year,2016-06-30,Office of Fleet Management,Fleet,25,4,2016,25
Fleet Management - Vehicle Purchases,14965000,2016,Target Budget,Full Year,2016-06-30,Fleet: Vehicle Lease/Purchases,,25V,4,2016,25
Free Library,40100988,2016,Target Budget,Full Year,2016-06-30,The Free Library of Philadelphia,Free Library,52,4,2016,52
Historical Commission,424560,2016,Target Budget,Full Year,2016-06-30,Historical Commission,,32,4,2016,32
Human Relations Commission,2147096,2016,Target Budget,Full Year,2016-06-30,Commission on Human Relations,Human Relations,54,4,2016,54
Human Services,102729321,2016,Target Budget,Full Year,2016-06-30,Department of Human Services,DHS,22,4,2016,22
Labor Relations,572466,2016,Target Budget,Full Year,2016-06-30,Labor,,03,4,2016,03
Law,14976276,2016,Target Budget,Full Year,2016-06-30,Law Department,Law,44,4,2016,44
Licenses & Inspections,31476558,2016,Target Budget,Full Year,2016-06-30,Department of Licenses and Inspections,L&I,26,4,2016,26
L&I-Board of Building Standards,73970,2016,Target Budget,Full Year,2016-06-30,L&I: Board of Building and Standards,,29,4,2016,29
L&I-Board of L & I Review,167790,2016,Target Budget,Full Year,2016-06-30,L&I: Board of Review,,27,4,2016,27
L&I-Zoning Board of Adjustment,372290,2016,Target Budget,Full Year,2016-06-30,Zoning Board of Adjustments,ZBA,30,4,2016,30
Managing Director's Office,37025496,2016,Target Budget,Full Year,2016-06-30,Managing Director's Office,MDO,10,4,2016,10
Managing Director-Legal Services,44695131,2016,Target Budget,Full Year,2016-06-30,MDO: Legal Services,,10LS,4,2016,10
Mayor's Office,5031625,2016,Target Budget,Full Year,2016-06-30,Mayor's Office,Mayor,05,4,2016,05
Mayor's Office-Scholarships,200000,2016,Target Budget,Full Year,2016-06-30,Mayor's Office: Scholarships,,05S,4,2016,05
Mayor's Office-Comm. Empowerment & Opp.,1030000,2016,Target Budget,Full Year,2016-06-30,Mayor's Office of Community Empowerment and Opportunity,CEO,08,4,2016,08
Mayor's Office of Transportation & Utilities,734270,2016,Target Budget,Full Year,2016-06-30,Mayor's Office of Transportation and Utilities,,46,4,2016,46
Mural Arts Program,1646016,2016,Target Budget,Full Year,2016-06-30,Mural Arts Program,Mural Arts,50,4,2016,50
Office of Arts and Culture,4172855,2016,Target Budget,Full Year,2016-06-30,"Office of Arts, Culture, and the Creative Economy",Arts & Culture,58,4,2016,58
Off. of Behavioral Hith & Intellectual disAbility,13975576,2016,Target Budget,Full Year,2016-06-30,Behavioral Health and Intellectual Disability Services,DBH/IDS,15,4,2016,15
Office of Housing and Comm. Development,3590000,2016,Target Budget,Full Year,2016-06-30,Office of Housing and Community Development,,06,4,2016,06
Office of Human Resources,6433623,2016,Target Budget,Full Year,2016-06-30,Office of Human Resources,OHR,56,4,2016,56
Office of Innovation and Technology-Base,53867582,2016,Target Budget,Full Year,2016-06-30,Office of Innovation and Technology,OIT,04,4,2016,04
Office of Innovation and Technology-911,30502878,2016,Target Budget,Full Year,2016-06-30,OIT: 911,,04911,4,2016,04
Office of the Inspector General,1668811,2016,Target Budget,Full Year,2016-06-30,Office of the Inspector General,OIG,48,4,2016,48
Office of Property Assessment,13285146,2016,Target Budget,Full Year,2016-06-30,Office of Property Assessment,OPA,59,4,2016,59
Office of Supportive Housing,45721917,2016,Target Budget,Full Year,2016-06-30,Office of Homeless Services,OHS,24,4,2016,24
Office of Sustainability,835327,2016,Target Budget,Full Year,2016-06-30,Office of Sustainability,Sustainability,49,4,2016,49
Parks and Recreation,58205968,2016,Target Budget,Full Year,2016-06-30,Department of Parks and Recreation,Parks & Recreation,16,4,2016,16
Police,650380424,2016,Target Budget,Full Year,2016-06-30,Police Department,Police,11,4,2016,11
Prisons,254413576,2016,Target Budget,Full Year,2016-06-30,Philadelphia Prison System,Prisons,23,4,2016,23
Procurement,5837672,2016,Target Budget,Full Year,2016-06-30,Procurement Department,Procurement,38,4,2016,38
Public Health,122031824,2016,Target Budget,Full Year,2016-06-30,Department of Public Health,Public Health,14,4,2016,14
Public Property,61702501,2016,Target Budget,Full Year,2016-06-30,Department of Public Property,Public Property,20,4,2016,20
Public Property-SEPTA Subsidy,74215000,2016,Target Budget,Full Year,2016-06-30,Public Property: SEPTA Subsidy,,20SS,4,2016,20
Public Property-Space Rentals,20624429,2016,Target Budget,Full Year,2016-06-30,Public Property: Space Rentals,,20SR,4,2016,20
Public Property-Utilities,33092334,2016,Target Budget,Full Year,2016-06-30,Public Property: Utilities,,20U,4,2016,20
Records,4822825,2016,Target Budget,Full Year,2016-06-30,Department of Records,Records,31,4,2016,31
Register of Wills,3772195,2016,Target Budget,Full Year,2016-06-30,Register of Wills,,68,4,2016,68
Revenue,26179489,2016,Target Budget,Full Year,2016-06-30,Department of Revenue,Revenue,36,4,2016,36
Sheriff,22203247,2016,Target Budget,Full Year,2016-06-30,Office of the Sheriff,Sheriff,70,4,2016,70
Sinking Fund Commission (Debt Service),235945126,2016,Target Budget,Full Year,2016-06-30,Sinking Fund Commission,Sinking Fund,37,4,2016,37
Streets-Sanitation,93702331,2016,Target Budget,Full Year,2016-06-30,Streets: Sanitation,,12S,4,2016,12
Streets-Transportation,38867886,2016,Target Budget,Full Year,2016-06-30,Streets: Transportation,,12T,4,2016,12
Youth Commission,142740,2016,Target Budget,Full Year,2016-06-30,Youth Commission,,47,4,2016,47
Art Museum Subsidy,2550000,2016,Current Projection,Full Year,2016-06-30,Art Museum,,34,4,2016,34
Atwater Kent Museum,293498,2016,Current Projection,Full Year,2016-06-30,Atwater Kent Museum,Atwater Kent,18,4,2016,18
Auditing (City Controller's Office),8615335,2016,Current Projection,Full Year,2016-06-30,City Controller's Office,,61,4,2016,61
Board of Ethics,1066989,2016,Current Projection,Full Year,2016-06-30,Board of Ethics,,45,4,2016,45
Board of Revision of Taxes,855554,2016,Current Projection,Full Year,2016-06-30,Board of Revision of Taxes,BRT,63,4,2016,63
City Commissioners (Election Board),9838243,2016,Current Projection,Full Year,2016-06-30,City Commissioner's Office,City Commissioners,73,4,2016,73
City Council,16725293,2016,Current Projection,Full Year,2016-06-30,City Council,,01,4,2016,01
City Planning Commission,2504778,2016,Current Projection,Full Year,2016-06-30,City Planning Commission,,51,4,2016,51
City Representative,1083931,2016,Current Projection,Full Year,2016-06-30,Office of the City Representative,City Rep,41,4,2016,41
City Treasurer,1126357,2016,Current Projection,Full Year,2016-06-30,Office of the City Treasurer,City Treasurer,40,4,2016,40
Civil Service Commission,177937,2016,Current Projection,Full Year,2016-06-30,Civil Service Commission,,55,4,2016,55
Commerce,4763346,2016,Current Projection,Full Year,2016-06-30,Office of the Director of Commerce,Commerce,42,4,2016,42
Commerce-Convention Center Subsidy,15000000,2016,Current Projection,Full Year,2016-06-30,Commerce: Convention Center Subsidy,,42CC,4,2016,42
Commerce-Economic Stimulus,3294448,2016,Current Projection,Full Year,2016-06-30,Commerce: Economic Stimulus,,42ES,4,2016,42
District Attorney,35520792,2016,Current Projection,Full Year,2016-06-30,District Attorney's Office,DAO,69,4,2016,69
Finance,19958655,2016,Current Projection,Full Year,2016-06-30,Office of the Director of Finance,Finance,35,4,2016,35
Finance-Community College Subsidy,30309207,2016,Current Projection,Full Year,2016-06-30,Finance: Community College Subsidy,,35CC,4,2016,35
Finance Employee Benefits,1178626117,2016,Current Projection,Full Year,2016-06-30,Finance: Employee Benefits,,35EB,4,2016,35
Finance-Hero Scholarship Awards,25000,2016,Current Projection,Full Year,2016-06-30,Finance: Hero Scholarship Awards,,35HA,4,2016,35
Finance-Indemnities,41200000,2016,Current Projection,Full Year,2016-06-30,Finance: Indemnities,,35IN,4,2016,35
Finance-Refunds,250000,2016,Current Projection,Full Year,2016-06-30,Finance: Refunds,,35R,4,2016,35
Finance-School District Contribution,104184673,2016,Current Projection,Full Year,2016-06-30,Finance: School District Contribution,,35SD,4,2016,35
Finance-Witness Fees,171518,2016,Current Projection,Full Year,2016-06-30,Finance: Witness Fees,,35WF,4,2016,35
Fire,237253000,2016,Current Projection,Full Year,2016-06-30,Fire Department,Fire,13,4,2016,13
First Judicial District,110315300,2016,Current Projection,Full Year,2016-06-30,First Judicial District,FJD,84,4,2016,84
Fleet Management,46778465,2016,Current Projection,Full Year,2016-06-30,Office of Fleet Management,Fleet,25,4,2016,25
Fleet Management - Vehicle Purchases,14965000,2016,Current Projection,Full Year,2016-06-30,Fleet: Vehicle Lease/Purchases,,25V,4,2016,25
Free Library,40100988,2016,Current Projection,Full Year,2016-06-30,The Free Library of Philadelphia,Free Library,52,4,2016,52
Historical Commission,424560,2016,Current Projection,Full Year,2016-06-30,Historical Commission,,32,4,2016,32
Human Relations Commission,2147096,2016,Current Projection,Full Year,2016-06-30,Commission on Human Relations,Human Relations,54,4,2016,54
Human Services,102729321,2016,Current Projection,Full Year,2016-06-30,Department of Human Services,DHS,22,4,2016,22
Labor Relations,572466,2016,Current Projection,Full Year,2016-06-30,Labor,,03,4,2016,03
Law,14976276,2016,Current Projection,Full Year,2016-06-30,Law Department,Law,44,4,2016,44
Licenses & Inspections,31476558,2016,Current Projection,Full Year,2016-06-30,Department of Licenses and Inspections,L&I,26,4,2016,26
L&I-Board of Building Standards,73970,2016,Current Projection,Full Year,2016-06-30,L&I: Board of Building and Standards,,29,4,2016,29
L&I-Board of L & I Review,167790,2016,Current Projection,Full Year,2016-06-30,L&I: Board of Review,,27,4,2016,27
L&I-Zoning Board of Adjustment,372290,2016,Current Projection,Full Year,2016-06-30,Zoning Board of Adjustments,ZBA,30,4,2016,30
Managing Director's Office,37025496,2016,Current Projection,Full Year,2016-06-30,Managing Director's Office,MDO,10,4,2016,10
Managing Director-Legal Services,44695131,2016,Current Projection,Full Year,2016-06-30,MDO: Legal Services,,10LS,4,2016,10
Mayor's Office,5031625,2016,Current Projection,Full Year,2016-06-30,Mayor's Office,Mayor,05,4,2016,05
Mayor's Office-Scholarships,200000,2016,Current Projection,Full Year,2016-06-30,Mayor's Office: Scholarships,,05S,4,2016,05
Mayor's Office-Comm. Empowerment & Opp.,1030000,2016,Current Projection,Full Year,2016-06-30,Mayor's Office of Community Empowerment and Opportunity,CEO,08,4,2016,08
Mayor's Office of Transportation & Utilities,734270,2016,Current Projection,Full Year,2016-06-30,Mayor's Office of Transportation and Utilities,,46,4,2016,46
Mural Arts Program,1646016,2016,Current Projection,Full Year,2016-06-30,Mural Arts Program,Mural Arts,50,4,2016,50
Office of Arts and Culture,4172855,2016,Current Projection,Full Year,2016-06-30,"Office of Arts, Culture, and the Creative Economy",Arts & Culture,58,4,2016,58
Off. of Behavioral Hith & Intellectual disAbility,13975576,2016,Current Projection,Full Year,2016-06-30,Behavioral Health and Intellectual Disability Services,DBH/IDS,15,4,2016,15
Office of Housing and Comm. Development,3590000,2016,Current Projection,Full Year,2016-06-30,Office of Housing and Community Development,,06,4,2016,06
Office of Human Resources,6433623,2016,Current Projection,Full Year,2016-06-30,Office of Human Resources,OHR,56,4,2016,56
Office of Innovation and Technology-Base,53867582,2016,Current Projection,Full Year,2016-06-30,Office of Innovation and Technology,OIT,04,4,2016,04
Office of Innovation and Technology-911,30502878,2016,Current Projection,Full Year,2016-06-30,OIT: 911,,04911,4,2016,04
Office of the Inspector General,1668811,2016,Current Projection,Full Year,2016-06-30,Office of the Inspector General,OIG,48,4,2016,48
Office of Property Assessment,13285146,2016,Current Projection,Full Year,2016-06-30,Office of Property Assessment,OPA,59,4,2016,59
Office of Supportive Housing,45721917,2016,Current Projection,Full Year,2016-06-30,Office of Homeless Services,OHS,24,4,2016,24
Office of Sustainability,835327,2016,Current Projection,Full Year,2016-06-30,Office of Sustainability,Sustainability,49,4,2016,49
Parks and Recreation,58205968,2016,Current Projection,Full Year,2016-06-30,Department of Parks and Recreation,Parks & Recreation,16,4,2016,16
Police,650380424,2016,Current Projection,Full Year,2016-06-30,Police Department,Police,11,4,2016,11
Prisons,254413576,2016,Current Projection,Full Year,2016-06-30,Philadelphia Prison System,Prisons,23,4,2016,23
Procurement,5837672,2016,Current Projection,Full Year,2016-06-30,Procurement Department,Procurement,38,4,2016,38
Public Health,122031824,2016,Current Projection,Full Year,2016-06-30,Department of Public Health,Public Health,14,4,2016,14
Public Property,61702501,2016,Current Projection,Full Year,2016-06-30,Department of Public Property,Public Property,20,4,2016,20
Public Property-SEPTA Subsidy,74215000,2016,Current Projection,Full Year,2016-06-30,Public Property: SEPTA Subsidy,,20SS,4,2016,20
Public Property-Space Rentals,20624429,2016,Current Projection,Full Year,2016-06-30,Public Property: Space Rentals,,20SR,4,2016,20
Public Property-Utilities,33092334,2016,Current Projection,Full Year,2016-06-30,Public Property: Utilities,,20U,4,2016,20
Records,4822825,2016,Current Projection,Full Year,2016-06-30,Department of Records,Records,31,4,2016,31
Register of Wills,3772195,2016,Current Projection,Full Year,2016-06-30,Register of Wills,,68,4,2016,68
Revenue,26179489,2016,Current Projection,Full Year,2016-06-30,Department of Revenue,Revenue,36,4,2016,36
Sheriff,22203247,2016,Current Projection,Full Year,2016-06-30,Office of the Sheriff,Sheriff,70,4,2016,70
Sinking Fund Commission (Debt Service),235945126,2016,Current Projection,Full Year,2016-06-30,Sinking Fund Commission,Sinking Fund,37,4,2016,37
Streets-Sanitation,93702331,2016,Current Projection,Full Year,2016-06-30,Streets: Sanitation,,12S,4,2016,12
Streets-Transportation,38867886,2016,Current Projection,Full Year,2016-06-30,Streets: Transportation,,12T,4,2016,12
Youth Commission,142740,2016,Current Projection,Full Year,2016-06-30,Youth Commission,,47,4,2016,47
Art Museum Subsidy,1912500,2016,Target Budget,YTD,2016-03-31,Art Museum,,34,3,2016,34
Atwater Kent Museum,217574,2016,Target Budget,YTD,2016-03-31,Atwater Kent Museum,Atwater Kent,18,3,2016,18
Auditing (City Controller's Office),6039515,2016,Target Budget,YTD,2016-03-31,City Controller's Office,,61,3,2016,61
Board of Ethics,675655,2016,Target Budget,YTD,2016-03-31,Board of Ethics,,45,3,2016,45
Board of Revision of Taxes,685093,2016,Target Budget,YTD,2016-03-31,Board of Revision of Taxes,BRT,63,3,2016,63
City Commissioners (Election Board),6945922,2016,Target Budget,YTD,2016-03-31,City Commissioner's Office,City Commissioners,73,3,2016,73
City Council,10955254,2016,Target Budget,YTD,2016-03-31,City Council,,01,3,2016,01
City Planning Commission,1745794,2016,Target Budget,YTD,2016-03-31,City Planning Commission,,51,3,2016,51
City Representative,358336,2016,Target Budget,YTD,2016-03-31,Office of the City Representative,City Rep,41,3,2016,41
City Treasurer,850643,2016,Target Budget,YTD,2016-03-31,Office of the City Treasurer,City Treasurer,40,3,2016,40
Civil Service Commission,143069,2016,Target Budget,YTD,2016-03-31,Civil Service Commission,,55,3,2016,55
Commerce,4064852,2016,Target Budget,YTD,2016-03-31,Office of the Director of Commerce,Commerce,42,3,2016,42
Commerce-Convention Center Subsidy,15000000,2016,Target Budget,YTD,2016-03-31,Commerce: Convention Center Subsidy,,42CC,3,2016,42
Commerce-Economic Stimulus,3294448,2016,Target Budget,YTD,2016-03-31,Commerce: Economic Stimulus,,42ES,3,2016,42
District Attorney,26826087,2016,Target Budget,YTD,2016-03-31,District Attorney's Office,DAO,69,3,2016,69
Finance,16267341,2016,Target Budget,YTD,2016-03-31,Office of the Director of Finance,Finance,35,3,2016,35
Finance-Community College Subsidy,30309207,2016,Target Budget,YTD,2016-03-31,Finance: Community College Subsidy,,35CC,3,2016,35
Finance Employee Benefits,1012572141,2016,Target Budget,YTD,2016-03-31,Finance: Employee Benefits,,35EB,3,2016,35
Finance-Hero Scholarship Awards,18000,2016,Target Budget,YTD,2016-03-31,Finance: Hero Scholarship Awards,,35HA,3,2016,35
Finance-Indemnities,30066774,2016,Target Budget,YTD,2016-03-31,Finance: Indemnities,,35IN,3,2016,35
Finance-Refunds,0,2016,Target Budget,YTD,2016-03-31,Finance: Refunds,,35R,3,2016,35
Finance-School District Contribution,35000000,2016,Target Budget,YTD,2016-03-31,Finance: School District Contribution,,35SD,3,2016,35
Finance-Witness Fees,82956,2016,Target Budget,YTD,2016-03-31,Finance: Witness Fees,,35WF,3,2016,35
Fire,167576431,2016,Target Budget,YTD,2016-03-31,Fire Department,Fire,13,3,2016,13
First Judicial District,75989152,2016,Target Budget,YTD,2016-03-31,First Judicial District,FJD,84,3,2016,84
Fleet Management,37217768,2016,Target Budget,YTD,2016-03-31,Office of Fleet Management,Fleet,25,3,2016,25
Fleet Management - Vehicle Purchases,14608710,2016,Target Budget,YTD,2016-03-31,Fleet: Vehicle Lease/Purchases,,25V,3,2016,25
Free Library,29268383,2016,Target Budget,YTD,2016-03-31,The Free Library of Philadelphia,Free Library,52,3,2016,52
Historical Commission,242612,2016,Target Budget,YTD,2016-03-31,Historical Commission,,32,3,2016,32
Human Relations Commission,1368525,2016,Target Budget,YTD,2016-03-31,Commission on Human Relations,Human Relations,54,3,2016,54
Human Services,79773769,2016,Target Budget,YTD,2016-03-31,Department of Human Services,DHS,22,3,2016,22
Labor Relations,382934,2016,Target Budget,YTD,2016-03-31,Labor,,03,3,2016,03
Law,10597465,2016,Target Budget,YTD,2016-03-31,Law Department,Law,44,3,2016,44
Licenses & Inspections,20829146,2016,Target Budget,YTD,2016-03-31,Department of Licenses and Inspections,L&I,26,3,2016,26
L&I-Board of Building Standards,48430,2016,Target Budget,YTD,2016-03-31,L&I: Board of Building and Standards,,29,3,2016,29
L&I-Board of L & I Review,108186,2016,Target Budget,YTD,2016-03-31,L&I: Board of Review,,27,3,2016,27
L&I-Zoning Board of Adjustment,269983,2016,Target Budget,YTD,2016-03-31,Zoning Board of Adjustments,ZBA,30,3,2016,30
Managing Director's Office,28219702,2016,Target Budget,YTD,2016-03-31,Managing Director's Office,MDO,10,3,2016,10
Managing Director-Legal Services,43093431,2016,Target Budget,YTD,2016-03-31,MDO: Legal Services,,10LS,3,2016,10
Mayor's Office,4093109,2016,Target Budget,YTD,2016-03-31,Mayor's Office,Mayor,05,3,2016,05
Mayor's Office-Scholarships,200000,2016,Target Budget,YTD,2016-03-31,Mayor's Office: Scholarships,,05S,3,2016,05
Mayor's Office-Comm. Empowerment & Opp.,500000,2016,Target Budget,YTD,2016-03-31,Mayor's Office of Community Empowerment and Opportunity,CEO,08,3,2016,08
Mayor's Office of Transportation & Utilities,657806,2016,Target Budget,YTD,2016-03-31,Mayor's Office of Transportation and Utilities,,46,3,2016,46
Mural Arts Program,1517623,2016,Target Budget,YTD,2016-03-31,Mural Arts Program,Mural Arts,50,3,2016,50
Office of Arts and Culture,4029950,2016,Target Budget,YTD,2016-03-31,"Office of Arts, Culture, and the Creative Economy",Arts & Culture,58,3,2016,58
Off. of Behavioral Hith & Intellectual disAbility,13370106,2016,Target Budget,YTD,2016-03-31,Behavioral Health and Intellectual Disability Services,DBH/IDS,15,3,2016,15
Office of Housing and Comm. Development,3258000,2016,Target Budget,YTD,2016-03-31,Office of Housing and Community Development,,06,3,2016,06
Office of Human Resources,4724036,2016,Target Budget,YTD,2016-03-31,Office of Human Resources,OHR,56,3,2016,56
Office of Innovation and Technology-Base,39046371,2016,Target Budget,YTD,2016-03-31,Office of Innovation and Technology,OIT,04,3,2016,04
Office of Innovation and Technology-911,10368365,2016,Target Budget,YTD,2016-03-31,OIT: 911,,04911,3,2016,04
Office of the Inspector General,1261093,2016,Target Budget,YTD,2016-03-31,Office of the Inspector General,OIG,48,3,2016,48
Office of Property Assessment,8656585,2016,Target Budget,YTD,2016-03-31,Office of Property Assessment,OPA,59,3,2016,59
Office of Supportive Housing,42872195,2016,Target Budget,YTD,2016-03-31,Office of Homeless Services,OHS,24,3,2016,24
Office of Sustainability,515327,2016,Target Budget,YTD,2016-03-31,Office of Sustainability,Sustainability,49,3,2016,49
Parks and Recreation,44861190,2016,Target Budget,YTD,2016-03-31,Department of Parks and Recreation,Parks & Recreation,16,3,2016,16
Police,471664209,2016,Target Budget,YTD,2016-03-31,Police Department,Police,11,3,2016,11
Prisons,211797038,2016,Target Budget,YTD,2016-03-31,Philadelphia Prison System,Prisons,23,3,2016,23
Procurement,3453992,2016,Target Budget,YTD,2016-03-31,Procurement Department,Procurement,38,3,2016,38
Public Health,96905979,2016,Target Budget,YTD,2016-03-31,Department of Public Health,Public Health,14,3,2016,14
Public Property,33126565,2016,Target Budget,YTD,2016-03-31,Department of Public Property,Public Property,20,3,2016,20
Public Property-SEPTA Subsidy,55661250,2016,Target Budget,YTD,2016-03-31,Public Property: SEPTA Subsidy,,20SS,3,2016,20
Public Property-Space Rentals,20595331,2016,Target Budget,YTD,2016-03-31,Public Property: Space Rentals,,20SR,3,2016,20
Public Property-Utilities,32132691,2016,Target Budget,YTD,2016-03-31,Public Property: Utilities,,20U,3,2016,20
Records,3719805,2016,Target Budget,YTD,2016-03-31,Department of Records,Records,31,3,2016,31
Register of Wills,2666982,2016,Target Budget,YTD,2016-03-31,Register of Wills,,68,3,2016,68
Revenue,18945111,2016,Target Budget,YTD,2016-03-31,Department of Revenue,Revenue,36,3,2016,36
Sheriff,17850456,2016,Target Budget,YTD,2016-03-31,Office of the Sheriff,Sheriff,70,3,2016,70
Sinking Fund Commission (Debt Service),197651645,2016,Target Budget,YTD,2016-03-31,Sinking Fund Commission,Sinking Fund,37,3,2016,37
Streets-Sanitation,82632940,2016,Target Budget,YTD,2016-03-31,Streets: Sanitation,,12S,3,2016,12
Streets-Transportation,19826431,2016,Target Budget,YTD,2016-03-31,Streets: Transportation,,12T,3,2016,12
Youth Commission,62998,2016,Target Budget,YTD,2016-03-31,Youth Commission,,47,3,2016,47
Art Museum Subsidy,1912500,2016,Actual,YTD,2016-03-31,Art Museum,,34,3,2016,34
Atwater Kent Museum,217574,2016,Actual,YTD,2016-03-31,Atwater Kent Museum,Atwater Kent,18,3,2016,18
Auditing (City Controller's Office),6039515,2016,Actual,YTD,2016-03-31,City Controller's Office,,61,3,2016,61
Board of Ethics,675655,2016,Actual,YTD,2016-03-31,Board of Ethics,,45,3,2016,45
Board of Revision of Taxes,685093,2016,Actual,YTD,2016-03-31,Board of Revision of Taxes,BRT,63,3,2016,63
City Commissioners (Election Board),6945922,2016,Actual,YTD,2016-03-31,City Commissioner's Office,City Commissioners,73,3,2016,73
City Council,10955254,2016,Actual,YTD,2016-03-31,City Council,,01,3,2016,01
City Planning Commission,1745794,2016,Actual,YTD,2016-03-31,City Planning Commission,,51,3,2016,51
City Representative,358336,2016,Actual,YTD,2016-03-31,Office of the City Representative,City Rep,41,3,2016,41
City Treasurer,850643,2016,Actual,YTD,2016-03-31,Office of the City Treasurer,City Treasurer,40,3,2016,40
Civil Service Commission,143069,2016,Actual,YTD,2016-03-31,Civil Service Commission,,55,3,2016,55
Commerce,4064852,2016,Actual,YTD,2016-03-31,Office of the Director of Commerce,Commerce,42,3,2016,42
Commerce-Convention Center Subsidy,15000000,2016,Actual,YTD,2016-03-31,Commerce: Convention Center Subsidy,,42CC,3,2016,42
Commerce-Economic Stimulus,3294448,2016,Actual,YTD,2016-03-31,Commerce: Economic Stimulus,,42ES,3,2016,42
District Attorney,26826087,2016,Actual,YTD,2016-03-31,District Attorney's Office,DAO,69,3,2016,69
Finance,16267341,2016,Actual,YTD,2016-03-31,Office of the Director of Finance,Finance,35,3,2016,35
Finance-Community College Subsidy,30309207,2016,Actual,YTD,2016-03-31,Finance: Community College Subsidy,,35CC,3,2016,35
Finance Employee Benefits,1012572141,2016,Actual,YTD,2016-03-31,Finance: Employee Benefits,,35EB,3,2016,35
Finance-Hero Scholarship Awards,18000,2016,Actual,YTD,2016-03-31,Finance: Hero Scholarship Awards,,35HA,3,2016,35
Finance-Indemnities,31166774,2016,Actual,YTD,2016-03-31,Finance: Indemnities,,35IN,3,2016,35
Finance-Refunds,0,2016,Actual,YTD,2016-03-31,Finance: Refunds,,35R,3,2016,35
Finance-School District Contribution,35000000,2016,Actual,YTD,2016-03-31,Finance: School District Contribution,,35SD,3,2016,35
Finance-Witness Fees,82956,2016,Actual,YTD,2016-03-31,Finance: Witness Fees,,35WF,3,2016,35
Fire,173599219,2016,Actual,YTD,2016-03-31,Fire Department,Fire,13,3,2016,13
First Judicial District,75989152,2016,Actual,YTD,2016-03-31,First Judicial District,FJD,84,3,2016,84
Fleet Management,37217768,2016,Actual,YTD,2016-03-31,Office of Fleet Management,Fleet,25,3,2016,25
Fleet Management - Vehicle Purchases,14608710,2016,Actual,YTD,2016-03-31,Fleet: Vehicle Lease/Purchases,,25V,3,2016,25
Free Library,29268383,2016,Actual,YTD,2016-03-31,The Free Library of Philadelphia,Free Library,52,3,2016,52
Historical Commission,242612,2016,Actual,YTD,2016-03-31,Historical Commission,,32,3,2016,32
Human Relations Commission,1368525,2016,Actual,YTD,2016-03-31,Commission on Human Relations,Human Relations,54,3,2016,54
Human Services,79773769,2016,Actual,YTD,2016-03-31,Department of Human Services,DHS,22,3,2016,22
Labor Relations,382934,2016,Actual,YTD,2016-03-31,Labor,,03,3,2016,03
Law,10597465,2016,Actual,YTD,2016-03-31,Law Department,Law,44,3,2016,44
Licenses & Inspections,20829146,2016,Actual,YTD,2016-03-31,Department of Licenses and Inspections,L&I,26,3,2016,26
L&I-Board of Building Standards,48430,2016,Actual,YTD,2016-03-31,L&I: Board of Building and Standards,,29,3,2016,29
L&I-Board of L & I Review,108186,2016,Actual,YTD,2016-03-31,L&I: Board of Review,,27,3,2016,27
L&I-Zoning Board of Adjustment,269983,2016,Actual,YTD,2016-03-31,Zoning Board of Adjustments,ZBA,30,3,2016,30
Managing Director's Office,28219702,2016,Actual,YTD,2016-03-31,Managing Director's Office,MDO,10,3,2016,10
Managing Director-Legal Services,43093431,2016,Actual,YTD,2016-03-31,MDO: Legal Services,,10LS,3,2016,10
Mayor's Office,4093109,2016,Actual,YTD,2016-03-31,Mayor's Office,Mayor,05,3,2016,05
