category,fiscal_month,amount,fiscal_year,quarter,month
Total Cash Receipts,10,447.4,2009,3,4
Real Estate Tax,11,10.4,2009,3,5
"Wage, Earnings, Net Profits",11,98.7,2009,3,5
Realty Transfer Tax,11,5.9,2009,3,5
Sales Tax,11,9.5,2009,3,5
BIRT,11,88.8,2009,3,5
Other Taxes,11,6.6,2009,3,5
Locally Generated Non-Tax,11,31.5,2009,3,5
Other Governments,11,104.8,2009,3,5
PICA Other Governments,11,26.6,2009,3,5
Interfund Transfers,11,14.0,2009,3,5
Total Current Revenue,11,396.6,2009,3,5
Prior Year Revenue,11,0.0,2009,3,5
Other Adjustments,11,0.0,2009,3,5
Total Cash Receipts,11,396.6,2009,3,5
Real Estate Tax,12,10.8,2009,3,6
"Wage, Earnings, Net Profits",12,83.9,2009,3,6
Realty Transfer Tax,12,5.9,2009,3,6
Sales Tax,12,9.4,2009,3,6
BIRT,12,12.6,2009,3,6
Other Taxes,12,7.3,2009,3,6
Locally Generated Non-Tax,12,31.3,2009,3,6
Other Governments,12,61.0,2009,3,6
PICA Other Governments,12,15.5,2009,3,6
Interfund Transfers,12,21.3,2009,3,6
Total Current Revenue,12,258.9,2009,3,6
Prior Year Revenue,12,0.0,2009,3,6
Other Adjustments,12,0.0,2009,3,6
Total Cash Receipts,12,258.9,2009,3,6
Real Estate Tax,1,9.7,2009,2,7
"Wage, Earnings, Net Profits",1,99.6,2009,2,7
Realty Transfer Tax,1,14.8,2009,2,7
Sales Tax,1,11.0,2009,2,7
BIRT,1,-1.3,2009,2,7
Other Taxes,1,6.3,2009,2,7
Locally Generated Non-Tax,1,18.5,2009,2,7
Other Governments,1,46.0,2009,2,7
PICA Other Governments,1,29.6,2009,2,7
Interfund Transfers,1,0.4,2009,2,7
Total Current Revenue,1,234.6,2009,2,7
Prior Year Revenue,1,85.5,2009,2,7
Other Adjustments,1,-8.0,2009,2,7
Total Cash Receipts,1,312.1,2009,2,7
Real Estate Tax,2,6.4,2009,2,8
"Wage, Earnings, Net Profits",2,103.7,2009,2,8
Realty Transfer Tax,2,16.7,2009,2,8
Sales Tax,2,13.1,2009,2,8
BIRT,2,3.7,2009,2,8
Other Taxes,2,9.1,2009,2,8
Locally Generated Non-Tax,2,23.7,2009,2,8
Other Governments,2,65.2,2009,2,8
PICA Other Governments,2,0.0,2009,2,8
Interfund Transfers,2,0.4,2009,2,8
Total Current Revenue,2,242.0,2009,2,8
Prior Year Revenue,2,45.2,2009,2,8
Other Adjustments,2,-8.0,2009,2,8
Total Cash Receipts,2,279.2,2009,2,8
Real Estate Tax,3,6.5,2009,2,9
"Wage, Earnings, Net Profits",3,85.0,2009,2,9
Realty Transfer Tax,3,12.6,2009,2,9
Sales Tax,3,10.6,2009,2,9
BIRT,3,15.4,2009,2,9
Other Taxes,3,7.2,2009,2,9
Locally Generated Non-Tax,3,39.7,2009,2,9
Other Governments,3,73.9,2009,2,9
PICA Other Governments,3,20.2,2009,2,9
Interfund Transfers,3,43.7,2009,2,9
Total Current Revenue,3,314.8,2009,2,9
Prior Year Revenue,3,0.0,2009,2,9
Other Adjustments,3,0.0,2009,2,9
Total Cash Receipts,3,314.8,2009,2,9
Real Estate Tax,4,5.2,2009,2,10
"Wage, Earnings, Net Profits",4,85.9,2009,2,10
Realty Transfer Tax,4,10.0,2009,2,10
Sales Tax,4,10.3,2009,2,10
BIRT,4,7.6,2009,2,10
Other Taxes,4,7.6,2009,2,10
Locally Generated Non-Tax,4,14.0,2009,2,10
Other Governments,4,80.9,2009,2,10
PICA Other Governments,4,44.3,2009,2,10
Interfund Transfers,4,0.5,2009,2,10
Total Current Revenue,4,266.3,2009,2,10
Prior Year Revenue,4,6.2,2009,2,10
Other Adjustments,4,0.0,2009,2,10
Total Cash Receipts,4,272.5,2009,2,10
Real Estate Tax,5,5.2,2009,2,11
"Wage, Earnings, Net Profits",5,107.1,2009,2,11
Realty Transfer Tax,5,6.7,2009,2,11
Sales Tax,5,11.7,2009,2,11
BIRT,5,-2.7,2009,2,11
Other Taxes,5,9.5,2009,2,11
Locally Generated Non-Tax,5,20.7,2009,2,11
Other Governments,5,19.0,2009,2,11
PICA Other Governments,5,21.6,2009,2,11
Interfund Transfers,5,0.5,2009,2,11
Total Current Revenue,5,199.3,2009,2,11
Prior Year Revenue,5,0.0,2009,2,11
Other Adjustments,5,0.0,2009,2,11
Total Cash Receipts,5,199.3,2009,2,11
Real Estate Tax,6,10.7,2009,2,12
"Wage, Earnings, Net Profits",6,87.4,2009,2,12
Realty Transfer Tax,6,8.9,2009,2,12
Sales Tax,6,9.5,2009,2,12
BIRT,6,17.1,2009,2,12
Other Taxes,6,6.4,2009,2,12
Locally Generated Non-Tax,6,15.2,2009,2,12
Other Governments,6,20.3,2009,2,12
PICA Other Governments,6,0.0,2009,2,12
Interfund Transfers,6,43.6,2009,2,12
Total Current Revenue,6,219.1,2009,2,12
Prior Year Revenue,6,0.0,2009,2,12
Other Adjustments,6,0.0,2009,2,12
Total Cash Receipts,6,219.1,2009,2,12
Real Estate Tax,7,27.2,2009,2,1
"Wage, Earnings, Net Profits",7,103.7,2009,2,1
Realty Transfer Tax,7,11.1,2009,2,1
Sales Tax,7,10.0,2009,2,1
BIRT,7,7.8,2009,2,1
Other Taxes,7,6.2,2009,2,1
Locally Generated Non-Tax,7,15.0,2009,2,1
Other Governments,7,21.0,2009,2,1
PICA Other Governments,7,35.8,2009,2,1
Interfund Transfers,7,1.9,2009,2,1
Total Current Revenue,7,239.8,2009,2,1
Prior Year Revenue,7,0.0,2009,2,1
Other Adjustments,7,0.0,2009,2,1
Total Cash Receipts,7,239.8,2009,2,1
Real Estate Tax,8,199.4,2009,2,2
"Wage, Earnings, Net Profits",8,83.6,2009,2,2
Realty Transfer Tax,8,7.4,2009,2,2
Sales Tax,8,9.1,2009,2,2
BIRT,8,5.7,2009,2,2
Other Taxes,8,7.5,2009,2,2
Locally Generated Non-Tax,8,22.4,2009,2,2
Other Governments,8,86.5,2009,2,2
PICA Other Governments,8,23.3,2009,2,2
Interfund Transfers,8,2.1,2009,2,2
Total Current Revenue,8,446.9,2009,2,2
Prior Year Revenue,8,0.0,2009,2,2
Other Adjustments,8,0.0,2009,2,2
Total Cash Receipts,8,446.9,2009,2,2
Real Estate Tax,9,101.7,2009,2,3
"Wage, Earnings, Net Profits",9,91.5,2009,2,3
Realty Transfer Tax,9,9.2,2009,2,3
Sales Tax,9,8.8,2009,2,3
BIRT,9,18.0,2009,2,3
Other Taxes,9,5.3,2009,2,3
Locally Generated Non-Tax,9,27.5,2009,2,3
Other Governments,9,56.1,2009,2,3
PICA Other Governments,9,27.5,2009,2,3
Interfund Transfers,9,3.2,2009,2,3
Total Current Revenue,9,348.8,2009,2,3
Prior Year Revenue,9,0.0,2009,2,3
Other Adjustments,9,0.0,2009,2,3
Total Cash Receipts,9,348.8,2009,2,3
Real Estate Tax,10,22.4,2009,2,4
"Wage, Earnings, Net Profits",10,93.6,2009,2,4
Realty Transfer Tax,10,9.9,2009,2,4
Sales Tax,10,9.8,2009,2,4
BIRT,10,138.8,2009,2,4
Other Taxes,10,10.0,2009,2,4
Locally Generated Non-Tax,10,26.3,2009,2,4
Other Governments,10,112.7,2009,2,4
PICA Other Governments,10,21.8,2009,2,4
Interfund Transfers,10,3.1,2009,2,4
Total Current Revenue,10,448.4,2009,2,4
Prior Year Revenue,10,0.0,2009,2,4
Other Adjustments,10,0.0,2009,2,4
Total Cash Receipts,10,448.4,2009,2,4
Real Estate Tax,11,7.7,2009,2,5
"Wage, Earnings, Net Profits",11,108.2,2009,2,5
Realty Transfer Tax,11,10.5,2009,2,5
Sales Tax,11,10.9,2009,2,5
BIRT,11,122.0,2009,2,5
Other Taxes,11,7.4,2009,2,5
Locally Generated Non-Tax,11,40.6,2009,2,5
Other Governments,11,69.1,2009,2,5
PICA Other Governments,11,26.6,2009,2,5
Interfund Transfers,11,1.9,2009,2,5
Total Current Revenue,11,405.0,2009,2,5
Prior Year Revenue,11,0.0,2009,2,5
Other Adjustments,11,0.0,2009,2,5
Total Cash Receipts,11,405.0,2009,2,5
Real Estate Tax,12,10.0,2009,2,6
"Wage, Earnings, Net Profits",12,89.8,2009,2,6
Realty Transfer Tax,12,10.8,2009,2,6
Sales Tax,12,10.4,2009,2,6
BIRT,12,33.6,2009,2,6
Other Taxes,12,7.7,2009,2,6
Locally Generated Non-Tax,12,32.4,2009,2,6
Other Governments,12,70.8,2009,2,6
PICA Other Governments,12,21.1,2009,2,6
Interfund Transfers,12,12.8,2009,2,6
Total Current Revenue,12,299.4,2009,2,6
Prior Year Revenue,12,0.0,2009,2,6
Other Adjustments,12,0.0,2009,2,6
Total Cash Receipts,12,299.4,2009,2,6
Real Estate Tax,1,9.7,2009,1,7
"Wage, Earnings, Net Profits",1,99.6,2009,1,7
Realty Transfer Tax,1,14.8,2009,1,7
Sales Tax,1,11.0,2009,1,7
BIRT,1,-1.3,2009,1,7
Other Taxes,1,6.3,2009,1,7
Locally Generated Non-Tax,1,18.5,2009,1,7
Other Governments,1,46.0,2009,1,7
PICA Other Governments,1,29.6,2009,1,7
Interfund Transfers,1,0.4,2009,1,7
Total Current Revenue,1,234.6,2009,1,7
Prior Year Revenue,1,85.5,2009,1,7
Other Adjustments,1,-8.0,2009,1,7
Total Cash Receipts,1,312.1,2009,1,7
Real Estate Tax,2,6.4,2009,1,8
"Wage, Earnings, Net Profits",2,103.7,2009,1,8
Realty Transfer Tax,2,16.7,2009,1,8
Sales Tax,2,13.1,2009,1,8
BIRT,2,3.7,2009,1,8
Other Taxes,2,9.1,2009,1,8
Locally Generated Non-Tax,2,23.7,2009,1,8
Other Governments,2,65.2,2009,1,8
PICA Other Governments,2,0.0,2009,1,8
Interfund Transfers,2,0.4,2009,1,8
Total Current Revenue,2,242.0,2009,1,8
Prior Year Revenue,2,45.2,2009,1,8
Other Adjustments,2,-8.0,2009,1,8
Total Cash Receipts,2,279.2,2009,1,8
Real Estate Tax,3,6.5,2009,1,9
"Wage, Earnings, Net Profits",3,85.0,2009,1,9
Realty Transfer Tax,3,12.6,2009,1,9
Sales Tax,3,10.6,2009,1,9
BIRT,3,15.4,2009,1,9
Other Taxes,3,7.2,2009,1,9
Locally Generated Non-Tax,3,39.7,2009,1,9
Other Governments,3,73.9,2009,1,9
PICA Other Governments,3,20.2,2009,1,9
Interfund Transfers,3,43.7,2009,1,9
Total Current Revenue,3,314.8,2009,1,9
Prior Year Revenue,3,0.0,2009,1,9
Other Adjustments,3,0.0,2009,1,9
Total Cash Receipts,3,314.8,2009,1,9
Real Estate Tax,4,5.2,2009,1,10
"Wage, Earnings, Net Profits",4,85.9,2009,1,10
Realty Transfer Tax,4,10.0,2009,1,10
Sales Tax,4,10.3,2009,1,10
BIRT,4,7.6,2009,1,10
Other Taxes,4,7.6,2009,1,10
Locally Generated Non-Tax,4,14.0,2009,1,10
Other Governments,4,80.9,2009,1,10
PICA Other Governments,4,44.3,2009,1,10
Interfund Transfers,4,0.5,2009,1,10
Total Current Revenue,4,266.3,2009,1,10
Prior Year Revenue,4,6.2,2009,1,10
Other Adjustments,4,0.0,2009,1,10
Total Cash Receipts,4,272.5,2009,1,10
Real Estate Tax,5,5.1,2009,1,11
"Wage, Earnings, Net Profits",5,98.7,2009,1,11
Realty Transfer Tax,5,11.3,2009,1,11
Sales Tax,5,11.0,2009,1,11
BIRT,5,-1.8,2009,1,11
Other Taxes,5,6.8,2009,1,11
Locally Generated Non-Tax,5,23.1,2009,1,11
Other Governments,5,27.5,2009,1,11
PICA Other Governments,5,27.2,2009,1,11
Interfund Transfers,5,1.1,2009,1,11
Total Current Revenue,5,209.8,2009,1,11
Prior Year Revenue,5,1.9,2009,1,11
Other Adjustments,5,0.0,2009,1,11
Total Cash Receipts,5,211.7,2009,1,11
Real Estate Tax,6,14.1,2009,1,12
"Wage, Earnings, Net Profits",6,81.3,2009,1,12
Realty Transfer Tax,6,13.2,2009,1,12
Sales Tax,6,10.7,2009,1,12
BIRT,6,6.6,2009,1,12
Other Taxes,6,6.4,2009,1,12
Locally Generated Non-Tax,6,29.2,2009,1,12
Other Governments,6,14.7,2009,1,12
PICA Other Governments,6,7.1,2009,1,12
Interfund Transfers,6,46.4,2009,1,12
Total Current Revenue,6,229.7,2009,1,12
Prior Year Revenue,6,0.0,2009,1,12
Other Adjustments,6,0.0,2009,1,12
Total Cash Receipts,6,229.7,2009,1,12
Real Estate Tax,7,33.0,2009,1,1
"Wage, Earnings, Net Profits",7,105.7,2009,1,1
Realty Transfer Tax,7,13.4,2009,1,1
Sales Tax,7,10.7,2009,1,1
BIRT,7,8.2,2009,1,1
Other Taxes,7,6.2,2009,1,1
Locally Generated Non-Tax,7,26.2,2009,1,1
Other Governments,7,80.8,2009,1,1
PICA Other Governments,7,27.6,2009,1,1
Interfund Transfers,7,1.9,2009,1,1
Total Current Revenue,7,313.8,2009,1,1
Prior Year Revenue,7,0.0,2009,1,1
Other Adjustments,7,0.0,2009,1,1
Total Cash Receipts,7,313.8,2009,1,1
Real Estate Tax,8,202.5,2009,1,2
"Wage, Earnings, Net Profits",8,87.6,2009,1,2
Realty Transfer Tax,8,8.9,2009,1,2
Sales Tax,8,12.2,2009,1,2
BIRT,8,6.0,2009,1,2
Other Taxes,8,8.6,2009,1,2
Locally Generated Non-Tax,8,20.4,2009,1,2
Other Governments,8,77.2,2009,1,2
PICA Other Governments,8,23.3,2009,1,2
Interfund Transfers,8,2.0,2009,1,2
Total Current Revenue,8,448.6,2009,1,2
Prior Year Revenue,8,0.0,2009,1,2
Other Adjustments,8,0.0,2009,1,2
Total Cash Receipts,8,448.6,2009,1,2
Real Estate Tax,9,99.2,2009,1,3
"Wage, Earnings, Net Profits",9,94.3,2009,1,3
Realty Transfer Tax,9,12.3,2009,1,3
Sales Tax,9,10.5,2009,1,3
BIRT,9,18.9,2009,1,3
Other Taxes,9,5.9,2009,1,3
Locally Generated Non-Tax,9,27.8,2009,1,3
Other Governments,9,71.1,2009,1,3
PICA Other Governments,9,26.7,2009,1,3
Interfund Transfers,9,3.2,2009,1,3
Total Current Revenue,9,369.9,2009,1,3
Prior Year Revenue,9,0.0,2009,1,3
Other Adjustments,9,0.0,2009,1,3
Total Cash Receipts,9,369.9,2009,1,3
Real Estate Tax,10,22.9,2009,1,4
"Wage, Earnings, Net Profits",10,97.6,2009,1,4
Realty Transfer Tax,10,13.2,2009,1,4
Sales Tax,10,10.5,2009,1,4
BIRT,10,146.0,2009,1,4
Other Taxes,10,11.0,2009,1,4
Locally Generated Non-Tax,10,21.6,2009,1,4
Other Governments,10,86.4,2009,1,4
PICA Other Governments,10,20.8,2009,1,4
Interfund Transfers,10,3.1,2009,1,4
Total Current Revenue,10,433.2,2009,1,4
Prior Year Revenue,10,0.0,2009,1,4
Other Adjustments,10,0.0,2009,1,4
Total Cash Receipts,10,433.2,2009,1,4
Real Estate Tax,11,7.9,2009,1,5
"Wage, Earnings, Net Profits",11,109.2,2009,1,5
Realty Transfer Tax,11,14.6,2009,1,5
Sales Tax,11,11.6,2009,1,5
BIRT,11,140.0,2009,1,5
Other Taxes,11,7.4,2009,1,5
Locally Generated Non-Tax,11,24.9,2009,1,5
Other Governments,11,38.6,2009,1,5
PICA Other Governments,11,24.8,2009,1,5
Interfund Transfers,11,1.9,2009,1,5
Total Current Revenue,11,381.0,2009,1,5
Prior Year Revenue,11,0.0,2009,1,5
Other Adjustments,11,0.0,2009,1,5
Total Cash Receipts,11,381.0,2009,1,5
Real Estate Tax,12,10.0,2009,1,6
"Wage, Earnings, Net Profits",12,90.6,2009,1,6
Realty Transfer Tax,12,14.1,2009,1,6
Sales Tax,12,11.1,2009,1,6
BIRT,12,35.3,2009,1,6
Other Taxes,12,7.7,2009,1,6
Locally Generated Non-Tax,12,31.0,2009,1,6
Other Governments,12,59.2,2009,1,6
PICA Other Governments,12,20.2,2009,1,6
Interfund Transfers,12,9.5,2009,1,6
Total Current Revenue,12,288.7,2009,1,6
Prior Year Revenue,12,0.0,2009,1,6
Other Adjustments,12,0.0,2009,1,6
Total Cash Receipts,12,288.7,2009,1,6
Real Estate Tax,1,9.1,2008,4,7
"Wage, Earnings, Net Profits",1,95.9,2008,4,7
Realty Transfer Tax,1,21.6,2008,4,7
Sales Tax,1,12.0,2008,4,7
BIRT,1,7.4,2008,4,7
Other Taxes,1,5.2,2008,4,7
Locally Generated Non-Tax,1,18.0,2008,4,7
Other Governments,1,4.1,2008,4,7
PICA Other Governments,1,18.8,2008,4,7
Interfund Transfers,1,0.0,2008,4,7
Total Current Revenue,1,192.1,2008,4,7
Prior Year Revenue,1,49.3,2008,4,7
Other Adjustments,1,7.9,2008,4,7
Total Cash Receipts,1,249.3,2008,4,7
Real Estate Tax,2,7.4,2008,4,8
"Wage, Earnings, Net Profits",2,105.8,2008,4,8
Realty Transfer Tax,2,20.6,2008,4,8
Sales Tax,2,10.7,2008,4,8
BIRT,2,3.3,2008,4,8
Other Taxes,2,7.5,2008,4,8
Locally Generated Non-Tax,2,22.5,2008,4,8
Other Governments,2,137.1,2008,4,8
PICA Other Governments,2,33.1,2008,4,8
Interfund Transfers,2,0.0,2008,4,8
Total Current Revenue,2,348.0,2008,4,8
Prior Year Revenue,2,31.0,2008,4,8
Other Adjustments,2,0.0,2008,4,8
Total Cash Receipts,2,379.0,2008,4,8
Real Estate Tax,3,5.4,2008,4,9
"Wage, Earnings, Net Profits",3,89.9,2008,4,9
Realty Transfer Tax,3,15.8,2008,4,9
Sales Tax,3,11.3,2008,4,9
BIRT,3,14.2,2008,4,9
Other Taxes,3,6.0,2008,4,9
Locally Generated Non-Tax,3,19.1,2008,4,9
Other Governments,3,6.4,2008,4,9
PICA Other Governments,3,14.7,2008,4,9
Interfund Transfers,3,0.9,2008,4,9
Total Current Revenue,3,183.7,2008,4,9
Prior Year Revenue,3,10.0,2008,4,9
Other Adjustments,3,0.0,2008,4,9
Total Cash Receipts,3,193.7,2008,4,9
Real Estate Tax,4,7.2,2008,4,10
"Wage, Earnings, Net Profits",4,96.1,2008,4,10
Realty Transfer Tax,4,18.2,2008,4,10
Sales Tax,4,9.3,2008,4,10
BIRT,4,-1.0,2008,4,10
Other Taxes,4,6.4,2008,4,10
Locally Generated Non-Tax,4,16.9,2008,4,10
Other Governments,4,180.9,2008,4,10
PICA Other Governments,4,26.2,2008,4,10
Interfund Transfers,4,0.4,2008,4,10
Total Current Revenue,4,360.6,2008,4,10
Prior Year Revenue,4,0.0,2008,4,10
Other Adjustments,4,0.0,2008,4,10
Total Cash Receipts,4,360.6,2008,4,10
Real Estate Tax,5,4.9,2008,4,11
"Wage, Earnings, Net Profits",5,103.6,2008,4,11
Realty Transfer Tax,5,12.4,2008,4,11
Sales Tax,5,13.2,2008,4,11
BIRT,5,-4.1,2008,4,11
Other Taxes,5,5.9,2008,4,11
Locally Generated Non-Tax,5,23.6,2008,4,11
Other Governments,5,9.2,2008,4,11
PICA Other Governments,5,15.7,2008,4,11
Interfund Transfers,5,0.5,2008,4,11
Total Current Revenue,5,184.9,2008,4,11
Prior Year Revenue,5,0.0,2008,4,11
Other Adjustments,5,0.0,2008,4,11
Total Cash Receipts,5,184.9,2008,4,11
Real Estate Tax,6,13.3,2008,4,12
"Wage, Earnings, Net Profits",6,92.0,2008,4,12
Realty Transfer Tax,6,14.4,2008,4,12
Sales Tax,6,11.0,2008,4,12
BIRT,6,1.6,2008,4,12
Other Taxes,6,4.9,2008,4,12
Locally Generated Non-Tax,6,41.5,2008,4,12
Other Governments,6,13.2,2008,4,12
PICA Other Governments,6,17.9,2008,4,12
Interfund Transfers,6,0.5,2008,4,12
Total Current Revenue,6,210.3,2008,4,12
Prior Year Revenue,6,0.0,2008,4,12
Other Adjustments,6,0.0,2008,4,12
Total Cash Receipts,6,210.3,2008,4,12
Real Estate Tax,7,31.8,2008,4,1
"Wage, Earnings, Net Profits",7,116.1,2008,4,1
Realty Transfer Tax,7,16.6,2008,4,1
Sales Tax,7,11.3,2008,4,1
BIRT,7,14.3,2008,4,1
Other Taxes,7,4.8,2008,4,1
Locally Generated Non-Tax,7,23.9,2008,4,1
Other Governments,7,13.6,2008,4,1
PICA Other Governments,7,30.1,2008,4,1
Interfund Transfers,7,0.4,2008,4,1
Total Current Revenue,7,262.9,2008,4,1
Prior Year Revenue,7,0.0,2008,4,1
Other Adjustments,7,0.0,2008,4,1
Total Cash Receipts,7,262.9,2008,4,1
Real Estate Tax,8,210.4,2008,4,2
"Wage, Earnings, Net Profits",8,102.3,2008,4,2
Realty Transfer Tax,8,10.2,2008,4,2
Sales Tax,8,13.1,2008,4,2
BIRT,8,4.2,2008,4,2
Other Taxes,8,4.4,2008,4,2
Locally Generated Non-Tax,8,17.6,2008,4,2
Other Governments,8,158.1,2008,4,2
PICA Other Governments,8,0.0,2008,4,2
Interfund Transfers,8,0.5,2008,4,2
Total Current Revenue,8,520.8,2008,4,2
Prior Year Revenue,8,0.0,2008,4,2
Other Adjustments,8,-2.6,2008,4,2
Total Cash Receipts,8,518.2,2008,4,2
Real Estate Tax,9,74.3,2008,4,3
"Wage, Earnings, Net Profits",9,102.7,2008,4,3
Realty Transfer Tax,9,10.1,2008,4,3
Sales Tax,9,10.7,2008,4,3
BIRT,9,26.3,2008,4,3
Other Taxes,9,4.9,2008,4,3
Locally Generated Non-Tax,9,19.0,2008,4,3
Other Governments,9,97.3,2008,4,3
PICA Other Governments,9,38.2,2008,4,3
Interfund Transfers,9,0.5,2008,4,3
Total Current Revenue,9,384.0,2008,4,3
Prior Year Revenue,9,0.0,2008,4,3
Other Adjustments,9,0.0,2008,4,3
Total Cash Receipts,9,384.0,2008,4,3
Real Estate Tax,10,26.7,2008,4,4
"Wage, Earnings, Net Profits",10,103.5,2008,4,4
Realty Transfer Tax,10,17.9,2008,4,4
Sales Tax,10,10.4,2008,4,4
BIRT,10,199.0,2008,4,4
Other Taxes,10,9.5,2008,4,4
Locally Generated Non-Tax,10,19.2,2008,4,4
Other Governments,10,46.4,2008,4,4
PICA Other Governments,10,28.9,2008,4,4
Interfund Transfers,10,0.5,2008,4,4
Total Current Revenue,10,462.0,2008,4,4
Prior Year Revenue,10,0.0,2008,4,4
Other Adjustments,10,2.6,2008,4,4
Total Cash Receipts,10,464.6,2008,4,4
Real Estate Tax,11,8.6,2008,4,5
"Wage, Earnings, Net Profits",11,107.6,2008,4,5
Realty Transfer Tax,11,14.7,2008,4,5
Sales Tax,11,11.7,2008,4,5
BIRT,11,118.1,2008,4,5
Other Taxes,11,6.3,2008,4,5
Locally Generated Non-Tax,11,21.4,2008,4,5
Other Governments,11,8.3,2008,4,5
PICA Other Governments,11,23.3,2008,4,5
Interfund Transfers,11,0.5,2008,4,5
Total Current Revenue,11,320.5,2008,4,5
Prior Year Revenue,11,0.0,2008,4,5
Other Adjustments,11,0.0,2008,4,5
Total Cash Receipts,11,320.5,2008,4,5
Real Estate Tax,12,7.0,2008,4,6
"Wage, Earnings, Net Profits",12,102.8,2008,4,6
Realty Transfer Tax,12,12.5,2008,4,6
Sales Tax,12,11.2,2008,4,6
BIRT,12,24.9,2008,4,6
Other Taxes,12,11.4,2008,4,6
Locally Generated Non-Tax,12,6.9,2008,4,6
Other Governments,12,28.9,2008,4,6
PICA Other Governments,12,10.8,2008,4,6
Interfund Transfers,12,23.8,2008,4,6
Total Current Revenue,12,240.2,2008,4,6
Prior Year Revenue,12,0.0,2008,4,6
Other Adjustments,12,-5.1,2008,4,6
Total Cash Receipts,12,235.1,2008,4,6
Real Estate Tax,1,9.1,2008,3,7
"Wage, Earnings, Net Profits",1,95.9,2008,3,7
Realty Transfer Tax,1,21.6,2008,3,7
Sales Tax,1,12.0,2008,3,7
BIRT,1,7.4,2008,3,7
Other Taxes,1,5.2,2008,3,7
Locally Generated Non-Tax,1,18.0,2008,3,7
Other Governments,1,4.1,2008,3,7
PICA Other Governments,1,18.8,2008,3,7
Interfund Transfers,1,0.0,2008,3,7
Total Current Revenue,1,192.1,2008,3,7
Prior Year Revenue,1,49.3,2008,3,7
Other Adjustments,1,7.9,2008,3,7
Total Cash Receipts,1,249.3,2008,3,7
Real Estate Tax,2,7.4,2008,3,8
"Wage, Earnings, Net Profits",2,105.8,2008,3,8
Realty Transfer Tax,2,20.6,2008,3,8
Sales Tax,2,10.7,2008,3,8
BIRT,2,3.3,2008,3,8
Other Taxes,2,7.5,2008,3,8
Locally Generated Non-Tax,2,22.5,2008,3,8
Other Governments,2,137.1,2008,3,8
PICA Other Governments,2,33.1,2008,3,8
Interfund Transfers,2,0.0,2008,3,8
Total Current Revenue,2,348.0,2008,3,8
Prior Year Revenue,2,31.0,2008,3,8
Other Adjustments,2,0.0,2008,3,8
Total Cash Receipts,2,379.0,2008,3,8
Real Estate Tax,3,5.4,2008,3,9
"Wage, Earnings, Net Profits",3,89.9,2008,3,9
Realty Transfer Tax,3,15.8,2008,3,9
Sales Tax,3,11.3,2008,3,9
BIRT,3,14.2,2008,3,9
Other Taxes,3,6.0,2008,3,9
Locally Generated Non-Tax,3,19.1,2008,3,9
Other Governments,3,6.4,2008,3,9
PICA Other Governments,3,14.7,2008,3,9
Interfund Transfers,3,0.9,2008,3,9
Total Current Revenue,3,183.7,2008,3,9
Prior Year Revenue,3,10.0,2008,3,9
Other Adjustments,3,0.0,2008,3,9
Total Cash Receipts,3,193.7,2008,3,9
Real Estate Tax,4,7.2,2008,3,10
"Wage, Earnings, Net Profits",4,96.1,2008,3,10
Realty Transfer Tax,4,18.2,2008,3,10
Sales Tax,4,9.3,2008,3,10
BIRT,4,-1.0,2008,3,10
Other Taxes,4,6.4,2008,3,10
Locally Generated Non-Tax,4,16.9,2008,3,10
Other Governments,4,180.9,2008,3,10
PICA Other Governments,4,26.2,2008,3,10
Interfund Transfers,4,0.4,2008,3,10
Total Current Revenue,4,360.6,2008,3,10
Prior Year Revenue,4,0.0,2008,3,10
Other Adjustments,4,0.0,2008,3,10
Total Cash Receipts,4,360.6,2008,3,10
Real Estate Tax,5,4.9,2008,3,11
"Wage, Earnings, Net Profits",5,103.6,2008,3,11
Realty Transfer Tax,5,12.4,2008,3,11
Sales Tax,5,13.2,2008,3,11
BIRT,5,-4.1,2008,3,11
Other Taxes,5,5.9,2008,3,11
Locally Generated Non-Tax,5,23.6,2008,3,11
Other Governments,5,9.2,2008,3,11
PICA Other Governments,5,15.7,2008,3,11
Interfund Transfers,5,0.5,2008,3,11
Total Current Revenue,5,184.9,2008,3,11
Prior Year Revenue,5,0.0,2008,3,11
Other Adjustments,5,0.0,2008,3,11
Total Cash Receipts,5,184.9,2008,3,11
Real Estate Tax,6,13.3,2008,3,12
"Wage, Earnings, Net Profits",6,92.0,2008,3,12
Realty Transfer Tax,6,14.4,2008,3,12
Sales Tax,6,11.0,2008,3,12
BIRT,6,1.6,2008,3,12
Other Taxes,6,4.9,2008,3,12
Locally Generated Non-Tax,6,41.5,2008,3,12
Other Governments,6,13.2,2008,3,12
PICA Other Governments,6,17.9,2008,3,12
Interfund Transfers,6,0.5,2008,3,12
Total Current Revenue,6,210.3,2008,3,12
Prior Year Revenue,6,0.0,2008,3,12
Other Adjustments,6,0.0,2008,3,12
Total Cash Receipts,6,210.3,2008,3,12
Real Estate Tax,7,31.8,2008,3,1
"Wage, Earnings, Net Profits",7,116.1,2008,3,1
Realty Transfer Tax,7,16.6,2008,3,1
Sales Tax,7,11.3,2008,3,1
BIRT,7,14.3,2008,3,1
Other Taxes,7,4.8,2008,3,1
Locally Generated Non-Tax,7,23.9,2008,3,1
Other Governments,7,13.6,2008,3,1
PICA Other Governments,7,30.1,2008,3,1
Interfund Transfers,7,0.4,2008,3,1
Total Current Revenue,7,262.9,2008,3,1
