category,fiscal_month,amount,fiscal_year,quarter,month
Prior Year Encumbrances,9,5.9,2010,2,3
Prior Year Vouchers Payable,9,0.0,2010,2,3
Total Disbursements,9,497.2,2010,2,3
Payroll,10,105.4,2010,2,4
Employee Benefits,10,36.2,2010,2,4
Pension,10,86.7,2010,2,4
Contracts / Leases,10,86.8,2010,2,4
Materials / Equipment,10,8.8,2010,2,4
Contributions / Indemnities,10,11.0,2010,2,4
Short-Term Debt Service,10,0.0,2010,2,4
Long-Term Debt Service,10,6.2,2010,2,4
Interfund Charges,10,0.0,2010,2,4
Advances / Labor Obligations,10,0.0,2010,2,4
Current Year Appropriation,10,341.1,2010,2,4
Prior Year Encumbrances,10,5.0,2010,2,4
Prior Year Vouchers Payable,10,0.0,2010,2,4
Total Disbursements,10,346.1,2010,2,4
Payroll,11,105.4,2010,2,5
Employee Benefits,11,37.3,2010,2,5
Pension,11,0.0,2010,2,5
Contracts / Leases,11,86.7,2010,2,5
Materials / Equipment,11,8.0,2010,2,5
Contributions / Indemnities,11,28.0,2010,2,5
Short-Term Debt Service,11,0.0,2010,2,5
Long-Term Debt Service,11,8.7,2010,2,5
Interfund Charges,11,0.0,2010,2,5
Advances / Labor Obligations,11,0.0,2010,2,5
Current Year Appropriation,11,274.1,2010,2,5
Prior Year Encumbrances,11,5.6,2010,2,5
Prior Year Vouchers Payable,11,0.0,2010,2,5
Total Disbursements,11,279.7,2010,2,5
Payroll,12,131.8,2010,2,6
Employee Benefits,12,36.5,2010,2,6
Pension,12,0.0,2010,2,6
Contracts / Leases,12,70.1,2010,2,6
Materials / Equipment,12,7.1,2010,2,6
Contributions / Indemnities,12,27.5,2010,2,6
Short-Term Debt Service,12,5.0,2010,2,6
Long-Term Debt Service,12,5.2,2010,2,6
Interfund Charges,12,1.4,2010,2,6
Advances / Labor Obligations,12,0.8,2010,2,6
Current Year Appropriation,12,285.4,2010,2,6
Prior Year Encumbrances,12,2.9,2010,2,6
Prior Year Vouchers Payable,12,0.0,2010,2,6
Total Disbursements,12,288.3,2010,2,6
Payroll,1,87.6,2010,1,7
Employee Benefits,1,39.1,2010,1,7
Pension,1,3.7,2010,1,7
Contracts / Leases,1,22.2,2010,1,7
Materials / Equipment,1,1.5,2010,1,7
Contributions / Indemnities,1,5.7,2010,1,7
Short-Term Debt Service,1,0.0,2010,1,7
Long-Term Debt Service,1,8.5,2010,1,7
Interfund Charges,1,0.3,2010,1,7
Advances / Labor Obligations,1,0.0,2010,1,7
Current Year Appropriation,1,168.6,2010,1,7
Prior Year Encumbrances,1,46.1,2010,1,7
Prior Year Vouchers Payable,1,50.2,2010,1,7
Total Disbursements,1,264.9,2010,1,7
Payroll,2,106.0,2010,1,8
Employee Benefits,2,41.1,2010,1,8
Pension,2,-2.8,2010,1,8
Contracts / Leases,2,29.6,2010,1,8
Materials / Equipment,2,1.5,2010,1,8
Contributions / Indemnities,2,0.5,2010,1,8
Short-Term Debt Service,2,0.0,2010,1,8
Long-Term Debt Service,2,29.7,2010,1,8
Interfund Charges,2,0.5,2010,1,8
Advances / Labor Obligations,2,24.2,2010,1,8
Current Year Appropriation,2,230.3,2010,1,8
Prior Year Encumbrances,2,0.0,2010,1,8
Prior Year Vouchers Payable,2,13.0,2010,1,8
Total Disbursements,2,243.3,2010,1,8
Payroll,3,112.7,2010,1,9
Employee Benefits,3,40.2,2010,1,9
Pension,3,13.4,2010,1,9
Contracts / Leases,3,92.6,2010,1,9
Materials / Equipment,3,5.9,2010,1,9
Contributions / Indemnities,3,11.5,2010,1,9
Short-Term Debt Service,3,0.0,2010,1,9
Long-Term Debt Service,3,0.0,2010,1,9
Interfund Charges,3,0.0,2010,1,9
Advances / Labor Obligations,3,0.0,2010,1,9
Current Year Appropriation,3,276.3,2010,1,9
Prior Year Encumbrances,3,16.5,2010,1,9
Prior Year Vouchers Payable,3,0.0,2010,1,9
Total Disbursements,3,292.8,2010,1,9
Payroll,4,104.1,2010,1,10
Employee Benefits,4,41.2,2010,1,10
Pension,4,49.2,2010,1,10
Contracts / Leases,4,129.4,2010,1,10
Materials / Equipment,4,6.2,2010,1,10
Contributions / Indemnities,4,9.8,2010,1,10
Short-Term Debt Service,4,0.0,2010,1,10
Long-Term Debt Service,4,5.0,2010,1,10
Interfund Charges,4,0.0,2010,1,10
Advances / Labor Obligations,4,0.0,2010,1,10
Current Year Appropriation,4,344.9,2010,1,10
Prior Year Encumbrances,4,36.6,2010,1,10
Prior Year Vouchers Payable,4,0.0,2010,1,10
Total Disbursements,4,381.5,2010,1,10
Payroll,5,104.3,2010,1,11
Employee Benefits,5,35.9,2010,1,11
Pension,5,0.0,2010,1,11
Contracts / Leases,5,99.9,2010,1,11
Materials / Equipment,5,7.3,2010,1,11
Contributions / Indemnities,5,3.5,2010,1,11
Short-Term Debt Service,5,1.4,2010,1,11
Long-Term Debt Service,5,3.2,2010,1,11
Interfund Charges,5,0.0,2010,1,11
Advances / Labor Obligations,5,0.0,2010,1,11
Current Year Appropriation,5,255.6,2010,1,11
Prior Year Encumbrances,5,16.3,2010,1,11
Prior Year Vouchers Payable,5,0.0,2010,1,11
Total Disbursements,5,271.9,2010,1,11
Payroll,6,130.5,2010,1,12
Employee Benefits,6,43.7,2010,1,12
Pension,6,0.0,2010,1,12
Contracts / Leases,6,77.0,2010,1,12
Materials / Equipment,6,5.9,2010,1,12
Contributions / Indemnities,6,7.0,2010,1,12
Short-Term Debt Service,6,0.0,2010,1,12
Long-Term Debt Service,6,7.7,2010,1,12
Interfund Charges,6,0.0,2010,1,12
Advances / Labor Obligations,6,0.0,2010,1,12
Current Year Appropriation,6,271.8,2010,1,12
Prior Year Encumbrances,6,18.6,2010,1,12
Prior Year Vouchers Payable,6,0.0,2010,1,12
Total Disbursements,6,290.4,2010,1,12
Payroll,7,104.3,2010,1,1
Employee Benefits,7,40.7,2010,1,1
Pension,7,3.7,2010,1,1
Contracts / Leases,7,87.9,2010,1,1
Materials / Equipment,7,4.9,2010,1,1
Contributions / Indemnities,7,2.6,2010,1,1
Short-Term Debt Service,7,0.0,2010,1,1
Long-Term Debt Service,7,12.4,2010,1,1
Interfund Charges,7,0.0,2010,1,1
Advances / Labor Obligations,7,0.0,2010,1,1
Current Year Appropriation,7,256.6,2010,1,1
Prior Year Encumbrances,7,8.2,2010,1,1
Prior Year Vouchers Payable,7,0.0,2010,1,1
Total Disbursements,7,264.8,2010,1,1
Payroll,8,105.3,2010,1,2
Employee Benefits,8,36.0,2010,1,2
Pension,8,0.0,2010,1,2
Contracts / Leases,8,86.3,2010,1,2
Materials / Equipment,8,7.1,2010,1,2
Contributions / Indemnities,8,5.5,2010,1,2
Short-Term Debt Service,8,0.0,2010,1,2
Long-Term Debt Service,8,7.3,2010,1,2
Interfund Charges,8,0.0,2010,1,2
Advances / Labor Obligations,8,0.0,2010,1,2
Current Year Appropriation,8,247.6,2010,1,2
Prior Year Encumbrances,8,3.2,2010,1,2
Prior Year Vouchers Payable,8,0.0,2010,1,2
Total Disbursements,8,250.8,2010,1,2
Payroll,9,131.5,2010,1,3
Employee Benefits,9,38.5,2010,1,3
Pension,9,196.2,2010,1,3
Contracts / Leases,9,99.3,2010,1,3
Materials / Equipment,9,8.0,2010,1,3
Contributions / Indemnities,9,7.7,2010,1,3
Short-Term Debt Service,9,0.0,2010,1,3
Long-Term Debt Service,9,3.4,2010,1,3
Interfund Charges,9,0.0,2010,1,3
Advances / Labor Obligations,9,0.0,2010,1,3
Current Year Appropriation,9,484.6,2010,1,3
Prior Year Encumbrances,9,5.9,2010,1,3
Prior Year Vouchers Payable,9,0.0,2010,1,3
Total Disbursements,9,490.5,2010,1,3
Payroll,10,104.3,2010,1,4
Employee Benefits,10,34.8,2010,1,4
Pension,10,86.7,2010,1,4
Contracts / Leases,10,81.1,2010,1,4
Materials / Equipment,10,5.5,2010,1,4
Contributions / Indemnities,10,10.1,2010,1,4
Short-Term Debt Service,10,0.0,2010,1,4
Long-Term Debt Service,10,6.2,2010,1,4
Interfund Charges,10,0.0,2010,1,4
Advances / Labor Obligations,10,0.0,2010,1,4
Current Year Appropriation,10,328.7,2010,1,4
Prior Year Encumbrances,10,3.7,2010,1,4
Prior Year Vouchers Payable,10,0.0,2010,1,4
Total Disbursements,10,332.5,2010,1,4
Payroll,11,108.3,2010,1,5
Employee Benefits,11,35.8,2010,1,5
Pension,11,0.0,2010,1,5
Contracts / Leases,11,91.2,2010,1,5
Materials / Equipment,11,5.8,2010,1,5
Contributions / Indemnities,11,25.7,2010,1,5
Short-Term Debt Service,11,0.0,2010,1,5
Long-Term Debt Service,11,14.7,2010,1,5
Interfund Charges,11,0.0,2010,1,5
Advances / Labor Obligations,11,0.0,2010,1,5
Current Year Appropriation,11,281.5,2010,1,5
Prior Year Encumbrances,11,3.2,2010,1,5
Prior Year Vouchers Payable,11,0.0,2010,1,5
Total Disbursements,11,284.8,2010,1,5
Payroll,12,132.7,2010,1,6
Employee Benefits,12,33.7,2010,1,6
Pension,12,0.0,2010,1,6
Contracts / Leases,12,73.4,2010,1,6
Materials / Equipment,12,5.8,2010,1,6
Contributions / Indemnities,12,24.1,2010,1,6
Short-Term Debt Service,12,11.6,2010,1,6
Long-Term Debt Service,12,10.8,2010,1,6
Interfund Charges,12,1.4,2010,1,6
Advances / Labor Obligations,12,0.8,2010,1,6
Current Year Appropriation,12,294.3,2010,1,6
Prior Year Encumbrances,12,2.9,2010,1,6
Prior Year Vouchers Payable,12,0.0,2010,1,6
Total Disbursements,12,297.2,2010,1,6
Payroll,1,84.7,2009,4,7
Employee Benefits,1,46.4,2009,4,7
Pension,1,3.7,2009,4,7
Contracts / Leases,1,26.6,2009,4,7
Materials / Equipment,1,5.2,2009,4,7
Contributions / Indemnities,1,13.9,2009,4,7
Short-Term Debt Service,1,0.0,2009,4,7
Long-Term Debt Service,1,16.1,2009,4,7
Interfund Charges,1,0.0,2009,4,7
Advances / Labor Obligations,1,0.0,2009,4,7
Current Year Appropriation,1,196.6,2009,4,7
Prior Year Encumbrances,1,52.3,2009,4,7
Prior Year Vouchers Payable,1,59.4,2009,4,7
Total Disbursements,1,308.3,2009,4,7
Payroll,2,118.2,2009,4,8
Employee Benefits,2,44.4,2009,4,8
Pension,2,-2.3,2009,4,8
Contracts / Leases,2,36.5,2009,4,8
Materials / Equipment,2,2.7,2009,4,8
Contributions / Indemnities,2,2.7,2009,4,8
Short-Term Debt Service,2,0.0,2009,4,8
Long-Term Debt Service,2,4.5,2009,4,8
Interfund Charges,2,0.4,2009,4,8
Advances / Labor Obligations,2,22.7,2009,4,8
Current Year Appropriation,2,229.8,2009,4,8
Prior Year Encumbrances,2,36.0,2009,4,8
Prior Year Vouchers Payable,2,26.2,2009,4,8
Total Disbursements,2,292.0,2009,4,8
Payroll,3,109.5,2009,4,9
Employee Benefits,3,41.6,2009,4,9
Pension,3,-2.9,2009,4,9
Contracts / Leases,3,96.5,2009,4,9
Materials / Equipment,3,9.4,2009,4,9
Contributions / Indemnities,3,9.5,2009,4,9
Short-Term Debt Service,3,0.0,2009,4,9
Long-Term Debt Service,3,10.2,2009,4,9
Interfund Charges,3,0.0,2009,4,9
Advances / Labor Obligations,3,0.0,2009,4,9
Current Year Appropriation,3,273.8,2009,4,9
Prior Year Encumbrances,3,25.2,2009,4,9
Prior Year Vouchers Payable,3,6.6,2009,4,9
Total Disbursements,3,305.6,2009,4,9
Payroll,4,119.7,2009,4,10
Employee Benefits,4,42.7,2009,4,10
Pension,4,15.0,2009,4,10
Contracts / Leases,4,75.7,2009,4,10
Materials / Equipment,4,5.7,2009,4,10
Contributions / Indemnities,4,4.6,2009,4,10
Short-Term Debt Service,4,0.0,2009,4,10
Long-Term Debt Service,4,0.1,2009,4,10
Interfund Charges,4,0.0,2009,4,10
Advances / Labor Obligations,4,0.0,2009,4,10
Current Year Appropriation,4,263.5,2009,4,10
Prior Year Encumbrances,4,10.3,2009,4,10
Prior Year Vouchers Payable,4,0.0,2009,4,10
Total Disbursements,4,273.8,2009,4,10
Payroll,5,108.5,2009,4,11
Employee Benefits,5,40.0,2009,4,11
Pension,5,388.9,2009,4,11
Contracts / Leases,5,49.0,2009,4,11
Materials / Equipment,5,4.9,2009,4,11
Contributions / Indemnities,5,2.5,2009,4,11
Short-Term Debt Service,5,0.0,2009,4,11
Long-Term Debt Service,5,8.3,2009,4,11
Interfund Charges,5,0.0,2009,4,11
Advances / Labor Obligations,5,0.0,2009,4,11
Current Year Appropriation,5,602.1,2009,4,11
Prior Year Encumbrances,5,7.1,2009,4,11
Prior Year Vouchers Payable,5,0.0,2009,4,11
Total Disbursements,5,609.2,2009,4,11
Payroll,6,148.0,2009,4,12
Employee Benefits,6,42.0,2009,4,12
Pension,6,-1.1,2009,4,12
Contracts / Leases,6,94.5,2009,4,12
Materials / Equipment,6,7.4,2009,4,12
Contributions / Indemnities,6,9.2,2009,4,12
Short-Term Debt Service,6,0.0,2009,4,12
Long-Term Debt Service,6,5.5,2009,4,12
Interfund Charges,6,0.0,2009,4,12
Advances / Labor Obligations,6,0.0,2009,4,12
Current Year Appropriation,6,305.5,2009,4,12
Prior Year Encumbrances,6,15.0,2009,4,12
Prior Year Vouchers Payable,6,0.0,2009,4,12
Total Disbursements,6,320.5,2009,4,12
Payroll,7,107.7,2009,4,1
Employee Benefits,7,43.8,2009,4,1
Pension,7,1.5,2009,4,1
Contracts / Leases,7,125.4,2009,4,1
Materials / Equipment,7,7.0,2009,4,1
Contributions / Indemnities,7,3.4,2009,4,1
Short-Term Debt Service,7,0.0,2009,4,1
Long-Term Debt Service,7,13.4,2009,4,1
Interfund Charges,7,0.0,2009,4,1
Advances / Labor Obligations,7,0.0,2009,4,1
Current Year Appropriation,7,302.2,2009,4,1
Prior Year Encumbrances,7,19.2,2009,4,1
Prior Year Vouchers Payable,7,0.0,2009,4,1
Total Disbursements,7,321.4,2009,4,1
Payroll,8,105.8,2009,4,2
Employee Benefits,8,41.4,2009,4,2
Pension,8,-2.1,2009,4,2
Contracts / Leases,8,92.5,2009,4,2
Materials / Equipment,8,4.2,2009,4,2
Contributions / Indemnities,8,7.5,2009,4,2
Short-Term Debt Service,8,0.0,2009,4,2
Long-Term Debt Service,8,9.0,2009,4,2
Interfund Charges,8,0.0,2009,4,2
Advances / Labor Obligations,8,0.0,2009,4,2
Current Year Appropriation,8,258.3,2009,4,2
Prior Year Encumbrances,8,3.2,2009,4,2
Prior Year Vouchers Payable,8,0.0,2009,4,2
Total Disbursements,8,261.5,2009,4,2
Payroll,9,99.8,2009,4,3
Employee Benefits,9,42.9,2009,4,3
Pension,9,-1.7,2009,4,3
Contracts / Leases,9,107.7,2009,4,3
Materials / Equipment,9,5.3,2009,4,3
Contributions / Indemnities,9,9.4,2009,4,3
Short-Term Debt Service,9,0.0,2009,4,3
Long-Term Debt Service,9,8.1,2009,4,3
Interfund Charges,9,0.0,2009,4,3
Advances / Labor Obligations,9,0.0,2009,4,3
Current Year Appropriation,9,271.5,2009,4,3
Prior Year Encumbrances,9,4.1,2009,4,3
Prior Year Vouchers Payable,9,0.0,2009,4,3
Total Disbursements,9,275.6,2009,4,3
Payroll,10,112.7,2009,4,4
Employee Benefits,10,40.4,2009,4,4
Pension,10,70.6,2009,4,4
Contracts / Leases,10,108.2,2009,4,4
Materials / Equipment,10,5.9,2009,4,4
Contributions / Indemnities,10,2.1,2009,4,4
Short-Term Debt Service,10,0.0,2009,4,4
Long-Term Debt Service,10,0.0,2009,4,4
Interfund Charges,10,0.0,2009,4,4
Advances / Labor Obligations,10,0.0,2009,4,4
Current Year Appropriation,10,339.9,2009,4,4
Prior Year Encumbrances,10,5.4,2009,4,4
Prior Year Vouchers Payable,10,0.0,2009,4,4
Total Disbursements,10,345.3,2009,4,4
Payroll,11,101.9,2009,4,5
Employee Benefits,11,43.1,2009,4,5
Pension,11,-1.7,2009,4,5
Contracts / Leases,11,88.3,2009,4,5
Materials / Equipment,11,4.4,2009,4,5
Contributions / Indemnities,11,2.7,2009,4,5
Short-Term Debt Service,11,0.0,2009,4,5
Long-Term Debt Service,11,18.1,2009,4,5
Interfund Charges,11,0.0,2009,4,5
Advances / Labor Obligations,11,0.0,2009,4,5
Current Year Appropriation,11,256.8,2009,4,5
Prior Year Encumbrances,11,4.6,2009,4,5
Prior Year Vouchers Payable,11,0.0,2009,4,5
Total Disbursements,11,261.4,2009,4,5
Payroll,12,145.4,2009,4,6
Employee Benefits,12,28.2,2009,4,6
Pension,12,-6.8,2009,4,6
Contracts / Leases,12,84.8,2009,4,6
Materials / Equipment,12,12.8,2009,4,6
Contributions / Indemnities,12,58.7,2009,4,6
Short-Term Debt Service,12,9.3,2009,4,6
Long-Term Debt Service,12,5.7,2009,4,6
Interfund Charges,12,29.6,2009,4,6
Advances / Labor Obligations,12,0.0,2009,4,6
Current Year Appropriation,12,367.7,2009,4,6
Prior Year Encumbrances,12,6.0,2009,4,6
Prior Year Vouchers Payable,12,0.0,2009,4,6
Total Disbursements,12,373.7,2009,4,6
Payroll,1,84.7,2009,3,7
Employee Benefits,1,46.4,2009,3,7
Pension,1,3.7,2009,3,7
Contracts / Leases,1,26.6,2009,3,7
Materials / Equipment,1,5.2,2009,3,7
Contributions / Indemnities,1,13.9,2009,3,7
Short-Term Debt Service,1,0.0,2009,3,7
Long-Term Debt Service,1,16.1,2009,3,7
Interfund Charges,1,0.0,2009,3,7
Advances / Labor Obligations,1,0.0,2009,3,7
Current Year Appropriation,1,196.6,2009,3,7
Prior Year Encumbrances,1,52.3,2009,3,7
Prior Year Vouchers Payable,1,59.4,2009,3,7
Total Disbursements,1,308.3,2009,3,7
Payroll,2,118.2,2009,3,8
Employee Benefits,2,44.4,2009,3,8
Pension,2,-2.3,2009,3,8
Contracts / Leases,2,36.5,2009,3,8
Materials / Equipment,2,2.7,2009,3,8
Contributions / Indemnities,2,2.7,2009,3,8
Short-Term Debt Service,2,0.0,2009,3,8
Long-Term Debt Service,2,4.5,2009,3,8
Interfund Charges,2,0.4,2009,3,8
Advances / Labor Obligations,2,22.7,2009,3,8
Current Year Appropriation,2,229.8,2009,3,8
Prior Year Encumbrances,2,36.0,2009,3,8
Prior Year Vouchers Payable,2,26.2,2009,3,8
Total Disbursements,2,292.0,2009,3,8
Payroll,3,109.5,2009,3,9
Employee Benefits,3,41.6,2009,3,9
Pension,3,-2.9,2009,3,9
Contracts / Leases,3,96.5,2009,3,9
Materials / Equipment,3,9.4,2009,3,9
Contributions / Indemnities,3,9.5,2009,3,9
Short-Term Debt Service,3,0.0,2009,3,9
Long-Term Debt Service,3,10.2,2009,3,9
Interfund Charges,3,0.0,2009,3,9
Advances / Labor Obligations,3,0.0,2009,3,9
Current Year Appropriation,3,273.8,2009,3,9
Prior Year Encumbrances,3,25.2,2009,3,9
Prior Year Vouchers Payable,3,6.6,2009,3,9
Total Disbursements,3,305.6,2009,3,9
Payroll,4,119.7,2009,3,10
Employee Benefits,4,42.7,2009,3,10
Pension,4,15.0,2009,3,10
Contracts / Leases,4,75.7,2009,3,10
Materials / Equipment,4,5.7,2009,3,10
Contributions / Indemnities,4,4.6,2009,3,10
Short-Term Debt Service,4,0.0,2009,3,10
Long-Term Debt Service,4,0.1,2009,3,10
Interfund Charges,4,0.0,2009,3,10
Advances / Labor Obligations,4,0.0,2009,3,10
Current Year Appropriation,4,263.5,2009,3,10
Prior Year Encumbrances,4,10.3,2009,3,10
Prior Year Vouchers Payable,4,0.0,2009,3,10
Total Disbursements,4,273.8,2009,3,10
Payroll,5,108.5,2009,3,11
Employee Benefits,5,40.0,2009,3,11
Pension,5,388.9,2009,3,11
Contracts / Leases,5,49.0,2009,3,11
Materials / Equipment,5,4.9,2009,3,11
Contributions / Indemnities,5,2.5,2009,3,11
Short-Term Debt Service,5,0.0,2009,3,11
Long-Term Debt Service,5,8.3,2009,3,11
Interfund Charges,5,0.0,2009,3,11
Advances / Labor Obligations,5,0.0,2009,3,11
Current Year Appropriation,5,602.1,2009,3,11
Prior Year Encumbrances,5,7.1,2009,3,11
Prior Year Vouchers Payable,5,0.0,2009,3,11
Total Disbursements,5,609.2,2009,3,11
Payroll,6,148.0,2009,3,12
Employee Benefits,6,42.0,2009,3,12
Pension,6,-1.1,2009,3,12
Contracts / Leases,6,94.5,2009,3,12
Materials / Equipment,6,7.4,2009,3,12
Contributions / Indemnities,6,9.2,2009,3,12
Short-Term Debt Service,6,0.0,2009,3,12
Long-Term Debt Service,6,5.5,2009,3,12
Interfund Charges,6,0.0,2009,3,12
Advances / Labor Obligations,6,0.0,2009,3,12
Current Year Appropriation,6,305.5,2009,3,12
Prior Year Encumbrances,6,15.0,2009,3,12
Prior Year Vouchers Payable,6,0.0,2009,3,12
Total Disbursements,6,320.5,2009,3,12
Payroll,7,107.7,2009,3,1
Employee Benefits,7,43.8,2009,3,1
Pension,7,1.5,2009,3,1
Contracts / Leases,7,125.4,2009,3,1
Materials / Equipment,7,7.0,2009,3,1
Contributions / Indemnities,7,3.4,2009,3,1
Short-Term Debt Service,7,0.0,2009,3,1
Long-Term Debt Service,7,13.4,2009,3,1
Interfund Charges,7,0.0,2009,3,1
Advances / Labor Obligations,7,0.0,2009,3,1
Current Year Appropriation,7,302.2,2009,3,1
Prior Year Encumbrances,7,19.2,2009,3,1
Prior Year Vouchers Payable,7,0.0,2009,3,1
Total Disbursements,7,321.4,2009,3,1
Payroll,8,105.8,2009,3,2
Employee Benefits,8,41.4,2009,3,2
Pension,8,-2.1,2009,3,2
Contracts / Leases,8,92.5,2009,3,2
Materials / Equipment,8,4.2,2009,3,2
Contributions / Indemnities,8,7.5,2009,3,2
Short-Term Debt Service,8,0.0,2009,3,2
Long-Term Debt Service,8,9.0,2009,3,2
Interfund Charges,8,0.0,2009,3,2
Advances / Labor Obligations,8,0.0,2009,3,2
Current Year Appropriation,8,258.3,2009,3,2
Prior Year Encumbrances,8,3.2,2009,3,2
Prior Year Vouchers Payable,8,0.0,2009,3,2
Total Disbursements,8,261.5,2009,3,2
Payroll,9,99.8,2009,3,3
Employee Benefits,9,42.9,2009,3,3
Pension,9,-1.7,2009,3,3
Contracts / Leases,9,107.7,2009,3,3
Materials / Equipment,9,5.3,2009,3,3
Contributions / Indemnities,9,9.4,2009,3,3
Short-Term Debt Service,9,0.0,2009,3,3
Long-Term Debt Service,9,8.1,2009,3,3
Interfund Charges,9,0.0,2009,3,3
Advances / Labor Obligations,9,0.0,2009,3,3
Current Year Appropriation,9,271.5,2009,3,3
Prior Year Encumbrances,9,4.1,2009,3,3
Prior Year Vouchers Payable,9,0.0,2009,3,3
Total Disbursements,9,275.6,2009,3,3
Payroll,10,112.7,2009,3,4
Employee Benefits,10,40.4,2009,3,4
Pension,10,70.6,2009,3,4
Contracts / Leases,10,108.2,2009,3,4
Materials / Equipment,10,5.9,2009,3,4
Contributions / Indemnities,10,2.1,2009,3,4
Short-Term Debt Service,10,0.0,2009,3,4
Long-Term Debt Service,10,0.0,2009,3,4
Interfund Charges,10,0.0,2009,3,4
Advances / Labor Obligations,10,0.0,2009,3,4
Current Year Appropriation,10,339.9,2009,3,4
Prior Year Encumbrances,10,5.4,2009,3,4
Prior Year Vouchers Payable,10,0.0,2009,3,4
Total Disbursements,10,345.3,2009,3,4
Payroll,11,142.1,2009,3,5
Employee Benefits,11,39.5,2009,3,5
Pension,11,-1.5,2009,3,5
Contracts / Leases,11,94.2,2009,3,5
Materials / Equipment,11,10.7,2009,3,5
Contributions / Indemnities,11,28.9,2009,3,5
Short-Term Debt Service,11,0.0,2009,3,5
Long-Term Debt Service,11,11.8,2009,3,5
Interfund Charges,11,0.0,2009,3,5
Advances / Labor Obligations,11,0.0,2009,3,5
Current Year Appropriation,11,325.8,2009,3,5
Prior Year Encumbrances,11,5.8,2009,3,5
Prior Year Vouchers Payable,11,0.0,2009,3,5
Total Disbursements,11,331.6,2009,3,5
Payroll,12,115.2,2009,3,6
Employee Benefits,12,27.9,2009,3,6
Pension,12,-7.0,2009,3,6
Contracts / Leases,12,78.9,2009,3,6
Materials / Equipment,12,10.1,2009,3,6
Contributions / Indemnities,12,30.0,2009,3,6
Short-Term Debt Service,12,9.3,2009,3,6
Long-Term Debt Service,12,12.0,2009,3,6
Interfund Charges,12,29.6,2009,3,6
Advances / Labor Obligations,12,0.0,2009,3,6
Current Year Appropriation,12,306.0,2009,3,6
Prior Year Encumbrances,12,4.8,2009,3,6
Prior Year Vouchers Payable,12,0.0,2009,3,6
Total Disbursements,12,310.8,2009,3,6
Payroll,1,84.7,2009,2,7
Employee Benefits,1,46.4,2009,2,7
Pension,1,3.7,2009,2,7
Contracts / Leases,1,26.6,2009,2,7
Materials / Equipment,1,5.2,2009,2,7
Contributions / Indemnities,1,13.9,2009,2,7
Short-Term Debt Service,1,0.0,2009,2,7
Long-Term Debt Service,1,16.1,2009,2,7
Interfund Charges,1,0.0,2009,2,7
Advances / Labor Obligations,1,0.0,2009,2,7
Current Year Appropriation,1,196.6,2009,2,7
Prior Year Encumbrances,1,52.3,2009,2,7
Prior Year Vouchers Payable,1,59.4,2009,2,7
Total Disbursements,1,308.3,2009,2,7
Payroll,2,118.2,2009,2,8
Employee Benefits,2,44.4,2009,2,8
Pension,2,-2.3,2009,2,8
Contracts / Leases,2,36.5,2009,2,8
Materials / Equipment,2,2.7,2009,2,8
Contributions / Indemnities,2,2.7,2009,2,8
Short-Term Debt Service,2,0.0,2009,2,8
Long-Term Debt Service,2,4.5,2009,2,8
Interfund Charges,2,0.4,2009,2,8
Advances / Labor Obligations,2,22.7,2009,2,8
Current Year Appropriation,2,229.8,2009,2,8
Prior Year Encumbrances,2,36.0,2009,2,8
Prior Year Vouchers Payable,2,26.2,2009,2,8
Total Disbursements,2,292.0,2009,2,8
Payroll,3,109.5,2009,2,9
Employee Benefits,3,41.6,2009,2,9
Pension,3,-2.9,2009,2,9
Contracts / Leases,3,96.5,2009,2,9
Materials / Equipment,3,9.4,2009,2,9
Contributions / Indemnities,3,9.5,2009,2,9
Short-Term Debt Service,3,0.0,2009,2,9
Long-Term Debt Service,3,10.2,2009,2,9
Interfund Charges,3,0.0,2009,2,9
Advances / Labor Obligations,3,0.0,2009,2,9
Current Year Appropriation,3,273.8,2009,2,9
Prior Year Encumbrances,3,25.2,2009,2,9
Prior Year Vouchers Payable,3,6.6,2009,2,9
Total Disbursements,3,305.6,2009,2,9
Payroll,4,119.7,2009,2,10
Employee Benefits,4,42.7,2009,2,10
Pension,4,15.0,2009,2,10
Contracts / Leases,4,75.7,2009,2,10
Materials / Equipment,4,5.7,2009,2,10
Contributions / Indemnities,4,4.6,2009,2,10
Short-Term Debt Service,4,0.0,2009,2,10
Long-Term Debt Service,4,0.1,2009,2,10
Interfund Charges,4,0.0,2009,2,10
Advances / Labor Obligations,4,0.0,2009,2,10
Current Year Appropriation,4,263.5,2009,2,10
Prior Year Encumbrances,4,10.3,2009,2,10
Prior Year Vouchers Payable,4,0.0,2009,2,10
Total Disbursements,4,273.8,2009,2,10
Payroll,5,108.5,2009,2,11
Employee Benefits,5,40.0,2009,2,11
Pension,5,388.9,2009,2,11
Contracts / Leases,5,49.0,2009,2,11
Materials / Equipment,5,4.9,2009,2,11
Contributions / Indemnities,5,2.5,2009,2,11
Short-Term Debt Service,5,0.0,2009,2,11
Long-Term Debt Service,5,8.3,2009,2,11
Interfund Charges,5,0.0,2009,2,11
Advances / Labor Obligations,5,0.0,2009,2,11
Current Year Appropriation,5,602.1,2009,2,11
Prior Year Encumbrances,5,7.1,2009,2,11
Prior Year Vouchers Payable,5,0.0,2009,2,11
Total Disbursements,5,609.2,2009,2,11
Payroll,6,148.0,2009,2,12
Employee Benefits,6,42.0,2009,2,12
Pension,6,-1.1,2009,2,12
