dept_name_raw,fund,civilian,uniformed,fiscal_year,variable,time_period,as_of_date,total,dept_name,dept_code,abbreviation,report_quarter,report_fiscal_year,dept_major_code
Board of Ethics,Other,0,0,2012,Actual,YTD,2011-12-31,0,Board of Ethics,45,,2,2012,45
Board of L & I Review,Other,0,0,2012,Actual,YTD,2011-12-31,0,L&I: Board of Review,27,,2,2012,27
Board of Pensions,Other,62,0,2012,Actual,YTD,2011-12-31,62,Board of Pensions,53,Pensions,2,2012,53
Board of Revision of Taxes,Other,0,0,2012,Actual,YTD,2011-12-31,0,Board of Revision of Taxes,63,BRT,2,2012,63
City Commissioners (Election Board),Other,0,0,2012,Actual,YTD,2011-12-31,0,City Commissioner's Office,73,City Commissioners,2,2012,73
City Council,Other,0,0,2012,Actual,YTD,2011-12-31,0,City Council,01,,2,2012,01
City Planning Commission,Other,4,0,2012,Actual,YTD,2011-12-31,4,City Planning Commission,51,,2,2012,51
City Representative,Other,0,0,2012,Actual,YTD,2011-12-31,0,Office of the City Representative,41,City Rep,2,2012,41
City Treasurer,Other,0,0,2012,Actual,YTD,2011-12-31,0,Office of the City Treasurer,40,City Treasurer,2,2012,40
Civil Service Commission,Other,0,0,2012,Actual,YTD,2011-12-31,0,Civil Service Commission,55,,2,2012,55
Commerce,Other,746,0,2012,Actual,YTD,2011-12-31,746,Office of the Director of Commerce,42,Commerce,2,2012,42
Finance,Other,0,0,2012,Actual,YTD,2011-12-31,0,Office of the Director of Finance,35,Finance,2,2012,35
First Judicial District,Other,494,0,2012,Actual,YTD,2011-12-31,494,First Judicial District,84,FJD,2,2012,84
Fleet Management,Other,68,0,2012,Actual,YTD,2011-12-31,68,Office of Fleet Management,25,Fleet,2,2012,25
Free Library,Other,51,0,2012,Actual,YTD,2011-12-31,51,The Free Library of Philadelphia,52,Free Library,2,2012,52
Historical Commission,Other,0,0,2012,Actual,YTD,2011-12-31,0,Historical Commission,32,,2,2012,32
Human Relations Commission,Other,0,0,2012,Actual,YTD,2011-12-31,0,Commission on Human Relations,54,Human Relations,2,2012,54
Human Services (1),Other,1644,0,2012,Actual,YTD,2011-12-31,1644,Department of Human Services,22,DHS,2,2012,22
"Labor Relations, Mayor's Office of",Other,0,0,2012,Actual,YTD,2011-12-31,0,Labor,03,,2,2012,03
Law,Other,55,0,2012,Actual,YTD,2011-12-31,55,Law Department,44,Law,2,2012,44
Licenses & Inspections,Other,15,0,2012,Actual,YTD,2011-12-31,15,Department of Licenses and Inspections,26,L&I,2,2012,26
Managing Director (MDO),Other,24,0,2012,Actual,YTD,2011-12-31,24,Managing Director's Office,10,MDO,2,2012,10
Mayor,Other,4,0,2012,Actual,YTD,2011-12-31,4,Mayor's Office,05,Mayor,2,2012,05
Mayor - Office of Arts and Culture,Other,0,0,2012,Actual,YTD,2011-12-31,0,"Office of Arts, Culture, and the Creative Economy",58,Arts & Culture,2,2012,58
Mayor - Office of the Inspector General,Other,0,0,2012,Actual,YTD,2011-12-31,0,Office of the Inspector General,48,OIG,2,2012,48
Mayor's Office of Comm. Svcs.,Other,66,0,2012,Actual,YTD,2011-12-31,66,Mayor's Office of Community Empowerment and Opportunity,08,CEO,2,2012,08
Mayor's Office of Transportation,Other,3,0,2012,Actual,YTD,2011-12-31,3,Mayor's Office of Transportation and Utilities,46,,2,2012,46
Mural Arts Program,Other,0,0,2012,Actual,YTD,2011-12-31,0,Mural Arts Program,50,Mural Arts,2,2012,50
Off. of Behavioral Hlth/Mental Retard. Svcs.,Other,242,0,2012,Actual,YTD,2011-12-31,242,Behavioral Health and Intellectual Disability Services,15,DBH/IDS,2,2012,15
Office of Human Resources,Other,0,0,2012,Actual,YTD,2011-12-31,0,Office of Human Resources,56,OHR,2,2012,56
Office of Innovation and Technology,Other,66,0,2012,Actual,YTD,2011-12-31,66,Office of Innovation and Technology,04,OIT,2,2012,04
Off.of Supportive Housing,Other,8,0,2012,Actual,YTD,2011-12-31,8,Office of Homeless Services,24,OHS,2,2012,24
Office of Housing and Community Develop.,Other,62,0,2012,Actual,YTD,2011-12-31,62,Office of Housing and Community Development,06,,2,2012,06
Parks and Recreation,Other,23,0,2012,Actual,YTD,2011-12-31,23,Department of Parks and Recreation,16,Parks & Recreation,2,2012,16
Prisons,Other,0,0,2012,Actual,YTD,2011-12-31,0,Philadelphia Prison System,23,Prisons,2,2012,23
Procurement,Other,2,0,2012,Actual,YTD,2011-12-31,2,Procurement Department,38,Procurement,2,2012,38
Public Health,Other,210,0,2012,Actual,YTD,2011-12-31,210,Department of Public Health,14,Public Health,2,2012,14
Public Property,Other,0,0,2012,Actual,YTD,2011-12-31,0,Department of Public Property,20,Public Property,2,2012,20
Records,Other,0,0,2012,Actual,YTD,2011-12-31,0,Department of Records,31,Records,2,2012,31
Register of Wills,Other,0,0,2012,Actual,YTD,2011-12-31,0,Register of Wills,68,,2,2012,68
Revenue,Other,239,0,2012,Actual,YTD,2011-12-31,239,Department of Revenue,36,Revenue,2,2012,36
Sheriff,Other,0,0,2012,Actual,YTD,2011-12-31,0,Office of the Sheriff,70,Sheriff,2,2012,70
Streets,Other,0,0,2012,Actual,YTD,2011-12-31,0,Streets Department,12,Streets,2,2012,12
Streets Sanitation,Other,0,0,2012,Actual,YTD,2011-12-31,0,Streets: Sanitation,12-S,,2,2012,12
Water,Other,1622,0,2012,Actual,YTD,2011-12-31,1622,Water Department,28,Water,2,2012,28
Youth Commission,Other,0,0,2012,Actual,YTD,2011-12-31,0,Youth Commission,47,,2,2012,47
Zoning Board of Adjustment,Other,0,0,2012,Actual,YTD,2011-12-31,0,Zoning Board of Adjustments,30,ZBA,2,2012,30
Zoning Code Commission,Other,0,0,2012,Actual,YTD,2011-12-31,0,Zoning Code Commission,57,,2,2012,57
Atwater Kent Museum,Total,4,0,2012,Actual,YTD,2011-12-31,4,Atwater Kent Museum,18,Atwater Kent,2,2012,18
Auditing (City Controller's Office),Total,115,0,2012,Actual,YTD,2011-12-31,115,City Controller's Office,61,,2,2012,61
Board of Building Standards,Total,1,0,2012,Actual,YTD,2011-12-31,1,L&I: Board of Building and Standards,29,,2,2012,29
Board of Ethics,Total,8,0,2012,Actual,YTD,2011-12-31,8,Board of Ethics,45,,2,2012,45
Board of L & I Review,Total,2,0,2012,Actual,YTD,2011-12-31,2,L&I: Board of Review,27,,2,2012,27
Board of Pensions,Total,62,0,2012,Actual,YTD,2011-12-31,62,Board of Pensions,53,Pensions,2,2012,53
Board of Revision of Taxes,Total,9,0,2012,Actual,YTD,2011-12-31,9,Board of Revision of Taxes,63,BRT,2,2012,63
City Commissioners (Election Board),Total,92,0,2012,Actual,YTD,2011-12-31,92,City Commissioner's Office,73,City Commissioners,2,2012,73
City Council,Total,183,0,2012,Actual,YTD,2011-12-31,183,City Council,01,,2,2012,01
City Planning Commission,Total,38,0,2012,Actual,YTD,2011-12-31,38,City Planning Commission,51,,2,2012,51
City Representative,Total,6,0,2012,Actual,YTD,2011-12-31,6,Office of the City Representative,41,City Rep,2,2012,41
City Treasurer,Total,12,0,2012,Actual,YTD,2011-12-31,12,Office of the City Treasurer,40,City Treasurer,2,2012,40
Civil Service Commission,Total,2,0,2012,Actual,YTD,2011-12-31,2,Civil Service Commission,55,,2,2012,55
Commerce,Total,770,0,2012,Actual,YTD,2011-12-31,770,Office of the Director of Commerce,42,Commerce,2,2012,42
Finance,Total,148,0,2012,Actual,YTD,2011-12-31,148,Office of the Director of Finance,35,Finance,2,2012,35
First Judicial District,Total,2426,0,2012,Actual,YTD,2011-12-31,2426,First Judicial District,84,FJD,2,2012,84
Fleet Management,Total,336,0,2012,Actual,YTD,2011-12-31,336,Office of Fleet Management,25,Fleet,2,2012,25
Free Library,Total,665,0,2012,Actual,YTD,2011-12-31,665,The Free Library of Philadelphia,52,Free Library,2,2012,52
Historical Commission,Total,5,0,2012,Actual,YTD,2011-12-31,5,Historical Commission,32,,2,2012,32
Human Relations Commission,Total,31,0,2012,Actual,YTD,2011-12-31,31,Commission on Human Relations,54,Human Relations,2,2012,54
Human Services (1),Total,1644,0,2012,Actual,YTD,2011-12-31,1644,Department of Human Services,22,DHS,2,2012,22
"Labor Relations, Mayor's Office of",Total,8,0,2012,Actual,YTD,2011-12-31,8,Labor,03,,2,2012,03
Law,Total,152,0,2012,Actual,YTD,2011-12-31,152,Law Department,44,Law,2,2012,44
Licenses & Inspections,Total,302,0,2012,Actual,YTD,2011-12-31,302,Department of Licenses and Inspections,26,L&I,2,2012,26
Managing Director (MDO),Total,144,0,2012,Actual,YTD,2011-12-31,144,Managing Director's Office,10,MDO,2,2012,10
Mayor,Total,39,0,2012,Actual,YTD,2011-12-31,39,Mayor's Office,05,Mayor,2,2012,05
Mayor - Office of Arts and Culture,Total,2,0,2012,Actual,YTD,2011-12-31,2,"Office of Arts, Culture, and the Creative Economy",58,Arts & Culture,2,2012,58
Mayor - Office of the Inspector General,Total,18,0,2012,Actual,YTD,2011-12-31,18,Office of the Inspector General,48,OIG,2,2012,48
Mayor's Office of Comm. Svcs.,Total,66,0,2012,Actual,YTD,2011-12-31,66,Mayor's Office of Community Empowerment and Opportunity,08,CEO,2,2012,08
Mayor's Office of Transportation,Total,10,0,2012,Actual,YTD,2011-12-31,10,Mayor's Office of Transportation and Utilities,46,,2,2012,46
Mural Arts Program,Total,11,0,2012,Actual,YTD,2011-12-31,11,Mural Arts Program,50,Mural Arts,2,2012,50
Off. of Behavioral Hlth/Mental Retard. Svcs.,Total,262,0,2012,Actual,YTD,2011-12-31,262,Behavioral Health and Intellectual Disability Services,15,DBH/IDS,2,2012,15
Office of Human Resources,Total,76,0,2012,Actual,YTD,2011-12-31,76,Office of Human Resources,56,OHR,2,2012,56
Office of Innovation and Technology,Total,332,0,2012,Actual,YTD,2011-12-31,332,Office of Innovation and Technology,04,OIT,2,2012,04
Off.of Supportive Housing,Total,162,0,2012,Actual,YTD,2011-12-31,162,Office of Homeless Services,24,OHS,2,2012,24
Office of Housing and Community Develop.,Total,62,0,2012,Actual,YTD,2011-12-31,62,Office of Housing and Community Development,06,,2,2012,06
Parks and Recreation,Total,603,0,2012,Actual,YTD,2011-12-31,603,Department of Parks and Recreation,16,Parks & Recreation,2,2012,16
Prisons,Total,2155,0,2012,Actual,YTD,2011-12-31,2155,Philadelphia Prison System,23,Prisons,2,2012,23
Procurement,Total,47,0,2012,Actual,YTD,2011-12-31,47,Procurement Department,38,Procurement,2,2012,38
Public Health,Total,896,0,2012,Actual,YTD,2011-12-31,896,Department of Public Health,14,Public Health,2,2012,14
Public Property,Total,123,0,2012,Actual,YTD,2011-12-31,123,Department of Public Property,20,Public Property,2,2012,20
Records,Total,56,0,2012,Actual,YTD,2011-12-31,56,Department of Records,31,Records,2,2012,31
Register of Wills,Total,63,0,2012,Actual,YTD,2011-12-31,63,Register of Wills,68,,2,2012,68
Revenue,Total,518,0,2012,Actual,YTD,2011-12-31,518,Department of Revenue,36,Revenue,2,2012,36
Sheriff,Total,227,0,2012,Actual,YTD,2011-12-31,227,Office of the Sheriff,70,Sheriff,2,2012,70
Streets,Total,525,0,2012,Actual,YTD,2011-12-31,525,Streets Department,12,Streets,2,2012,12
Streets Sanitation,Total,1162,0,2012,Actual,YTD,2011-12-31,1162,Streets: Sanitation,12-S,,2,2012,12
Water,Total,1622,0,2012,Actual,YTD,2011-12-31,1622,Water Department,28,Water,2,2012,28
Youth Commission,Total,0,0,2012,Actual,YTD,2011-12-31,0,Youth Commission,47,,2,2012,47
Zoning Board of Adjustment,Total,5,0,2012,Actual,YTD,2011-12-31,5,Zoning Board of Adjustments,30,ZBA,2,2012,30
Zoning Code Commission,Total,0,0,2012,Actual,YTD,2011-12-31,0,Zoning Code Commission,57,,2,2012,57
Police,General,785,6482,2012,Actual,YTD,2011-12-31,7267,Police Department,11,Police,2,2012,11
Police,Other,11,153,2012,Actual,YTD,2011-12-31,164,Police Department,11,Police,2,2012,11
Police,Total,796,6635,2012,Actual,YTD,2011-12-31,7431,Police Department,11,Police,2,2012,11
Fire,General,2023,98,2012,Actual,YTD,2011-12-31,2121,Fire Department,13,Fire,2,2012,13
Fire,Other,71,4,2012,Actual,YTD,2011-12-31,75,Fire Department,13,Fire,2,2012,13
Fire,Total,2094,102,2012,Actual,YTD,2011-12-31,2196,Fire Department,13,Fire,2,2012,13
District Attorney,General,393,11,2012,Actual,YTD,2011-12-31,404,District Attorney's Office,69,DAO,2,2012,69
District Attorney,Other,101,8,2012,Actual,YTD,2011-12-31,109,District Attorney's Office,69,DAO,2,2012,69
District Attorney,Total,494,19,2012,Actual,YTD,2011-12-31,513,District Attorney's Office,69,DAO,2,2012,69
Atwater Kent Museum,General,4,0,2012,Actual,YTD,2011-09-30,4,Atwater Kent Museum,18,Atwater Kent,1,2012,18
Auditing (City Controller's Office),General,113,0,2012,Actual,YTD,2011-09-30,113,City Controller's Office,61,,1,2012,61
Board of Building Standards,General,1,0,2012,Actual,YTD,2011-09-30,1,L&I: Board of Building and Standards,29,,1,2012,29
Board of Ethics,General,8,0,2012,Actual,YTD,2011-09-30,8,Board of Ethics,45,,1,2012,45
Board of L & I Review,General,2,0,2012,Actual,YTD,2011-09-30,2,L&I: Board of Review,27,,1,2012,27
Board of Pensions,General,0,0,2012,Actual,YTD,2011-09-30,0,Board of Pensions,53,Pensions,1,2012,53
Board of Revision of Taxes,General,9,0,2012,Actual,YTD,2011-09-30,9,Board of Revision of Taxes,63,BRT,1,2012,63
City Commissioners (Election Board),General,94,0,2012,Actual,YTD,2011-09-30,94,City Commissioner's Office,73,City Commissioners,1,2012,73
City Council,General,182,0,2012,Actual,YTD,2011-09-30,182,City Council,01,,1,2012,01
City Planning Commission,General,34,0,2012,Actual,YTD,2011-09-30,34,City Planning Commission,51,,1,2012,51
City Representative,General,6,0,2012,Actual,YTD,2011-09-30,6,Office of the City Representative,41,City Rep,1,2012,41
City Treasurer,General,14,0,2012,Actual,YTD,2011-09-30,14,Office of the City Treasurer,40,City Treasurer,1,2012,40
Civil Service Commission,General,2,0,2012,Actual,YTD,2011-09-30,2,Civil Service Commission,55,,1,2012,55
Commerce,General,23,0,2012,Actual,YTD,2011-09-30,23,Office of the Director of Commerce,42,Commerce,1,2012,42
Finance,General,141,0,2012,Actual,YTD,2011-09-30,141,Office of the Director of Finance,35,Finance,1,2012,35
First Judicial District,General,1911,0,2012,Actual,YTD,2011-09-30,1911,First Judicial District,84,FJD,1,2012,84
Fleet Management,General,269,0,2012,Actual,YTD,2011-09-30,269,Office of Fleet Management,25,Fleet,1,2012,25
Free Library,General,622,0,2012,Actual,YTD,2011-09-30,622,The Free Library of Philadelphia,52,Free Library,1,2012,52
Historical Commission,General,6,0,2012,Actual,YTD,2011-09-30,6,Historical Commission,32,,1,2012,32
Human Relations Commission,General,31,0,2012,Actual,YTD,2011-09-30,31,Commission on Human Relations,54,Human Relations,1,2012,54
Human Services (1),General,0,0,2012,Actual,YTD,2011-09-30,0,Department of Human Services,22,DHS,1,2012,22
"Labor Relations, Mayor's Office of",General,8,0,2012,Actual,YTD,2011-09-30,8,Labor,03,,1,2012,03
Law,General,130,0,2012,Actual,YTD,2011-09-30,130,Law Department,44,Law,1,2012,44
Licenses & Inspections,General,290,0,2012,Actual,YTD,2011-09-30,290,Department of Licenses and Inspections,26,L&I,1,2012,26
Managing Director (MDO),General,122,0,2012,Actual,YTD,2011-09-30,122,Managing Director's Office,10,MDO,1,2012,10
Mayor,General,35,0,2012,Actual,YTD,2011-09-30,35,Mayor's Office,05,Mayor,1,2012,05
Mayor - Office of Arts and Culture,General,2,0,2012,Actual,YTD,2011-09-30,2,"Office of Arts, Culture, and the Creative Economy",58,Arts & Culture,1,2012,58
Mayor - Office of the Inspector General,General,17,0,2012,Actual,YTD,2011-09-30,17,Office of the Inspector General,48,OIG,1,2012,48
Mayor's Office of Comm. Svcs.,General,0,0,2012,Actual,YTD,2011-09-30,0,Mayor's Office of Community Empowerment and Opportunity,08,CEO,1,2012,08
Mayor's Office of Transportation,General,7,0,2012,Actual,YTD,2011-09-30,7,Mayor's Office of Transportation and Utilities,46,,1,2012,46
Mural Arts Program,General,11,0,2012,Actual,YTD,2011-09-30,11,Mural Arts Program,50,Mural Arts,1,2012,50
Off. of Behavioral Hith/Mental Retard. Svcs.,General,21,0,2012,Actual,YTD,2011-09-30,21,Behavioral Health and Intellectual Disability Services,15,DBH/IDS,1,2012,15
Office of Human Resources,General,73,0,2012,Actual,YTD,2011-09-30,73,Office of Human Resources,56,OHR,1,2012,56
Office of Innovation and Technology,General,257,0,2012,Actual,YTD,2011-09-30,257,Office of Innovation and Technology,04,OIT,1,2012,04
Off.of Supportive Housing,General,153,0,2012,Actual,YTD,2011-09-30,153,Office of Homeless Services,24,OHS,1,2012,24
Office of Housing and Community Develop.,General,0,0,2012,Actual,YTD,2011-09-30,0,Office of Housing and Community Development,06,,1,2012,06
Parks and Recreation,General,582,0,2012,Actual,YTD,2011-09-30,582,Department of Parks and Recreation,16,Parks & Recreation,1,2012,16
Prisons,General,2168,0,2012,Actual,YTD,2011-09-30,2168,Philadelphia Prison System,23,Prisons,1,2012,23
Procurement,General,45,0,2012,Actual,YTD,2011-09-30,45,Procurement Department,38,Procurement,1,2012,38
Public Health,General,670,0,2012,Actual,YTD,2011-09-30,670,Department of Public Health,14,Public Health,1,2012,14
Public Property,General,126,0,2012,Actual,YTD,2011-09-30,126,Department of Public Property,20,Public Property,1,2012,20
Records,General,61,0,2012,Actual,YTD,2011-09-30,61,Department of Records,31,Records,1,2012,31
Register of Wills,General,64,0,2012,Actual,YTD,2011-09-30,64,Register of Wills,68,,1,2012,68
Revenue,General,277,0,2012,Actual,YTD,2011-09-30,277,Department of Revenue,36,Revenue,1,2012,36
Sheriff,General,226,0,2012,Actual,YTD,2011-09-30,226,Office of the Sheriff,70,Sheriff,1,2012,70
Streets,General,519,0,2012,Actual,YTD,2011-09-30,519,Streets Department,12,Streets,1,2012,12
Streets Sanitation,General,1150,0,2012,Actual,YTD,2011-09-30,1150,Streets: Sanitation,12-S,,1,2012,12
Water,General,0,0,2012,Actual,YTD,2011-09-30,0,Water Department,28,Water,1,2012,28
Youth Commission,General,1,0,2012,Actual,YTD,2011-09-30,1,Youth Commission,47,,1,2012,47
Zoning Board of Adjustment,General,5,0,2012,Actual,YTD,2011-09-30,5,Zoning Board of Adjustments,30,ZBA,1,2012,30
Zoning Code Commission,General,2,0,2012,Actual,YTD,2011-09-30,2,Zoning Code Commission,57,,1,2012,57
Atwater Kent Museum,Other,0,0,2012,Actual,YTD,2011-09-30,0,Atwater Kent Museum,18,Atwater Kent,1,2012,18
Auditing (City Controller's Office),Other,0,0,2012,Actual,YTD,2011-09-30,0,City Controller's Office,61,,1,2012,61
Board of Building Standards,Other,0,0,2012,Actual,YTD,2011-09-30,0,L&I: Board of Building and Standards,29,,1,2012,29
Board of Ethics,Other,0,0,2012,Actual,YTD,2011-09-30,0,Board of Ethics,45,,1,2012,45
Board of L & I Review,Other,0,0,2012,Actual,YTD,2011-09-30,0,L&I: Board of Review,27,,1,2012,27
Board of Pensions,Other,63,0,2012,Actual,YTD,2011-09-30,63,Board of Pensions,53,Pensions,1,2012,53
Board of Revision of Taxes,Other,0,0,2012,Actual,YTD,2011-09-30,0,Board of Revision of Taxes,63,BRT,1,2012,63
City Commissioners (Election Board),Other,0,0,2012,Actual,YTD,2011-09-30,0,City Commissioner's Office,73,City Commissioners,1,2012,73
City Council,Other,0,0,2012,Actual,YTD,2011-09-30,0,City Council,01,,1,2012,01
City Planning Commission,Other,4,0,2012,Actual,YTD,2011-09-30,4,City Planning Commission,51,,1,2012,51
City Representative,Other,0,0,2012,Actual,YTD,2011-09-30,0,Office of the City Representative,41,City Rep,1,2012,41
City Treasurer,Other,0,0,2012,Actual,YTD,2011-09-30,0,Office of the City Treasurer,40,City Treasurer,1,2012,40
Civil Service Commission,Other,0,0,2012,Actual,YTD,2011-09-30,0,Civil Service Commission,55,,1,2012,55
Commerce,Other,743,0,2012,Actual,YTD,2011-09-30,743,Office of the Director of Commerce,42,Commerce,1,2012,42
Finance,Other,3,0,2012,Actual,YTD,2011-09-30,3,Office of the Director of Finance,35,Finance,1,2012,35
First Judicial District,Other,510,0,2012,Actual,YTD,2011-09-30,510,First Judicial District,84,FJD,1,2012,84
Fleet Management,Other,70,0,2012,Actual,YTD,2011-09-30,70,Office of Fleet Management,25,Fleet,1,2012,25
Free Library,Other,52,0,2012,Actual,YTD,2011-09-30,52,The Free Library of Philadelphia,52,Free Library,1,2012,52
Historical Commission,Other,0,0,2012,Actual,YTD,2011-09-30,0,Historical Commission,32,,1,2012,32
Human Relations Commission,Other,0,0,2012,Actual,YTD,2011-09-30,0,Commission on Human Relations,54,Human Relations,1,2012,54
Human Services (1),Other,1665,0,2012,Actual,YTD,2011-09-30,1665,Department of Human Services,22,DHS,1,2012,22
"Labor Relations, Mayor's Office of",Other,0,0,2012,Actual,YTD,2011-09-30,0,Labor,03,,1,2012,03
Law,Other,54,0,2012,Actual,YTD,2011-09-30,54,Law Department,44,Law,1,2012,44
Licenses & Inspections,Other,15,0,2012,Actual,YTD,2011-09-30,15,Department of Licenses and Inspections,26,L&I,1,2012,26
Managing Director (MDO),Other,22,0,2012,Actual,YTD,2011-09-30,22,Managing Director's Office,10,MDO,1,2012,10
Mayor,Other,4,0,2012,Actual,YTD,2011-09-30,4,Mayor's Office,05,Mayor,1,2012,05
Mayor - Office of Arts and Culture,Other,0,0,2012,Actual,YTD,2011-09-30,0,"Office of Arts, Culture, and the Creative Economy",58,Arts & Culture,1,2012,58
Mayor - Office of the Inspector General,Other,0,0,2012,Actual,YTD,2011-09-30,0,Office of the Inspector General,48,OIG,1,2012,48
Mayor's Office of Comm. Svcs.,Other,68,0,2012,Actual,YTD,2011-09-30,68,Mayor's Office of Community Empowerment and Opportunity,08,CEO,1,2012,08
Mayor's Office of Transportation,Other,3,0,2012,Actual,YTD,2011-09-30,3,Mayor's Office of Transportation and Utilities,46,,1,2012,46
Mural Arts Program,Other,0,0,2012,Actual,YTD,2011-09-30,0,Mural Arts Program,50,Mural Arts,1,2012,50
Off. of Behavioral Hith/Mental Retard. Svcs.,Other,235,0,2012,Actual,YTD,2011-09-30,235,Behavioral Health and Intellectual Disability Services,15,DBH/IDS,1,2012,15
Office of Human Resources,Other,0,0,2012,Actual,YTD,2011-09-30,0,Office of Human Resources,56,OHR,1,2012,56
Office of Innovation and Technology,Other,64,0,2012,Actual,YTD,2011-09-30,64,Office of Innovation and Technology,04,OIT,1,2012,04
Off.of Supportive Housing,Other,9,0,2012,Actual,YTD,2011-09-30,9,Office of Homeless Services,24,OHS,1,2012,24
Office of Housing and Community Develop.,Other,63,0,2012,Actual,YTD,2011-09-30,63,Office of Housing and Community Development,06,,1,2012,06
Parks and Recreation,Other,22,0,2012,Actual,YTD,2011-09-30,22,Department of Parks and Recreation,16,Parks & Recreation,1,2012,16
Prisons,Other,0,0,2012,Actual,YTD,2011-09-30,0,Philadelphia Prison System,23,Prisons,1,2012,23
Procurement,Other,2,0,2012,Actual,YTD,2011-09-30,2,Procurement Department,38,Procurement,1,2012,38
Public Health,Other,219,0,2012,Actual,YTD,2011-09-30,219,Department of Public Health,14,Public Health,1,2012,14
Public Property,Other,0,0,2012,Actual,YTD,2011-09-30,0,Department of Public Property,20,Public Property,1,2012,20
Records,Other,0,0,2012,Actual,YTD,2011-09-30,0,Department of Records,31,Records,1,2012,31
Register of Wills,Other,0,0,2012,Actual,YTD,2011-09-30,0,Register of Wills,68,,1,2012,68
Revenue,Other,241,0,2012,Actual,YTD,2011-09-30,241,Department of Revenue,36,Revenue,1,2012,36
Sheriff,Other,0,0,2012,Actual,YTD,2011-09-30,0,Office of the Sheriff,70,Sheriff,1,2012,70
Streets,Other,0,0,2012,Actual,YTD,2011-09-30,0,Streets Department,12,Streets,1,2012,12
Streets Sanitation,Other,0,0,2012,Actual,YTD,2011-09-30,0,Streets: Sanitation,12-S,,1,2012,12
Water,Other,1643,0,2012,Actual,YTD,2011-09-30,1643,Water Department,28,Water,1,2012,28
Youth Commission,Other,0,0,2012,Actual,YTD,2011-09-30,0,Youth Commission,47,,1,2012,47
Zoning Board of Adjustment,Other,0,0,2012,Actual,YTD,2011-09-30,0,Zoning Board of Adjustments,30,ZBA,1,2012,30
Zoning Code Commission,Other,0,0,2012,Actual,YTD,2011-09-30,0,Zoning Code Commission,57,,1,2012,57
Atwater Kent Museum,Total,4,0,2012,Actual,YTD,2011-09-30,4,Atwater Kent Museum,18,Atwater Kent,1,2012,18
Auditing (City Controller's Office),Total,113,0,2012,Actual,YTD,2011-09-30,113,City Controller's Office,61,,1,2012,61
Board of Building Standards,Total,1,0,2012,Actual,YTD,2011-09-30,1,L&I: Board of Building and Standards,29,,1,2012,29
Board of Ethics,Total,8,0,2012,Actual,YTD,2011-09-30,8,Board of Ethics,45,,1,2012,45
Board of L & I Review,Total,2,0,2012,Actual,YTD,2011-09-30,2,L&I: Board of Review,27,,1,2012,27
Board of Pensions,Total,63,0,2012,Actual,YTD,2011-09-30,63,Board of Pensions,53,Pensions,1,2012,53
Board of Revision of Taxes,Total,9,0,2012,Actual,YTD,2011-09-30,9,Board of Revision of Taxes,63,BRT,1,2012,63
City Commissioners (Election Board),Total,94,0,2012,Actual,YTD,2011-09-30,94,City Commissioner's Office,73,City Commissioners,1,2012,73
City Council,Total,182,0,2012,Actual,YTD,2011-09-30,182,City Council,01,,1,2012,01
City Planning Commission,Total,38,0,2012,Actual,YTD,2011-09-30,38,City Planning Commission,51,,1,2012,51
City Representative,Total,6,0,2012,Actual,YTD,2011-09-30,6,Office of the City Representative,41,City Rep,1,2012,41
City Treasurer,Total,14,0,2012,Actual,YTD,2011-09-30,14,Office of the City Treasurer,40,City Treasurer,1,2012,40
Civil Service Commission,Total,2,0,2012,Actual,YTD,2011-09-30,2,Civil Service Commission,55,,1,2012,55
Commerce,Total,766,0,2012,Actual,YTD,2011-09-30,766,Office of the Director of Commerce,42,Commerce,1,2012,42
Finance,Total,144,0,2012,Actual,YTD,2011-09-30,144,Office of the Director of Finance,35,Finance,1,2012,35
First Judicial District,Total,2421,0,2012,Actual,YTD,2011-09-30,2421,First Judicial District,84,FJD,1,2012,84
Fleet Management,Total,339,0,2012,Actual,YTD,2011-09-30,339,Office of Fleet Management,25,Fleet,1,2012,25
Free Library,Total,674,0,2012,Actual,YTD,2011-09-30,674,The Free Library of Philadelphia,52,Free Library,1,2012,52
Historical Commission,Total,6,0,2012,Actual,YTD,2011-09-30,6,Historical Commission,32,,1,2012,32
Human Relations Commission,Total,31,0,2012,Actual,YTD,2011-09-30,31,Commission on Human Relations,54,Human Relations,1,2012,54
Human Services (1),Total,1665,0,2012,Actual,YTD,2011-09-30,1665,Department of Human Services,22,DHS,1,2012,22
"Labor Relations, Mayor's Office of",Total,8,0,2012,Actual,YTD,2011-09-30,8,Labor,03,,1,2012,03
Law,Total,184,0,2012,Actual,YTD,2011-09-30,184,Law Department,44,Law,1,2012,44
Licenses & Inspections,Total,305,0,2012,Actual,YTD,2011-09-30,305,Department of Licenses and Inspections,26,L&I,1,2012,26
Managing Director (MDO),Total,144,0,2012,Actual,YTD,2011-09-30,144,Managing Director's Office,10,MDO,1,2012,10
Mayor,Total,39,0,2012,Actual,YTD,2011-09-30,39,Mayor's Office,05,Mayor,1,2012,05
Mayor - Office of Arts and Culture,Total,2,0,2012,Actual,YTD,2011-09-30,2,"Office of Arts, Culture, and the Creative Economy",58,Arts & Culture,1,2012,58
Mayor - Office of the Inspector General,Total,17,0,2012,Actual,YTD,2011-09-30,17,Office of the Inspector General,48,OIG,1,2012,48
