category,fiscal_month,amount,fiscal_year,quarter,month
Capital Improvement,11,181.2,2009,4,5
Industrial and Commercial Development,11,4.5,2009,4,5
Total Capital Funds,11,185.7,2009,4,5
Consolidated Cash,11,394.2,2009,4,5
General Fund,12,24.4,2009,4,6
Grants Fund,12,40.0,2009,4,6
Community Development,12,-8.0,2009,4,6
Vehicle Rental Tax,12,4.9,2009,4,6
Other Funds,12,9.0,2009,4,6
Total Operating Funds,12,70.3,2009,4,6
Capital Improvement,12,177.2,2009,4,6
Industrial and Commercial Development,12,4.5,2009,4,6
Total Capital Funds,12,181.7,2009,4,6
Consolidated Cash,12,252.0,2009,4,6
General Fund,1,231.4,2009,3,7
Grants Fund,1,168.9,2009,3,7
Community Development,1,-13.2,2009,3,7
Vehicle Rental Tax,1,5.7,2009,3,7
Other Funds,1,9.9,2009,3,7
Total Operating Funds,1,402.7,2009,3,7
Capital Improvement,1,66.6,2009,3,7
Industrial and Commercial Development,1,4.3,2009,3,7
Total Capital Funds,1,70.9,2009,3,7
Consolidated Cash,1,473.6,2009,3,7
General Fund,2,218.6,2009,3,8
Grants Fund,2,145.2,2009,3,8
Community Development,2,-4.8,2009,3,8
Vehicle Rental Tax,2,6.3,2009,3,8
Other Funds,2,22.9,2009,3,8
Total Operating Funds,2,388.2,2009,3,8
Capital Improvement,2,61.0,2009,3,8
Industrial and Commercial Development,2,4.3,2009,3,8
Total Capital Funds,2,65.3,2009,3,8
Consolidated Cash,2,453.5,2009,3,8
General Fund,3,227.8,2009,3,9
Grants Fund,3,53.5,2009,3,9
Community Development,3,-8.8,2009,3,9
Vehicle Rental Tax,3,4.3,2009,3,9
Other Funds,3,11.2,2009,3,9
Total Operating Funds,3,288.0,2009,3,9
Capital Improvement,3,57.8,2009,3,9
Industrial and Commercial Development,3,4.9,2009,3,9
Total Capital Funds,3,62.7,2009,3,9
Consolidated Cash,3,350.7,2009,3,9
General Fund,4,226.5,2009,3,10
Grants Fund,4,74.2,2009,3,10
Community Development,4,-11.3,2009,3,10
Vehicle Rental Tax,4,4.7,2009,3,10
Other Funds,4,9.0,2009,3,10
Total Operating Funds,4,303.1,2009,3,10
Capital Improvement,4,46.6,2009,3,10
Industrial and Commercial Development,4,5.5,2009,3,10
Total Capital Funds,4,52.1,2009,3,10
Consolidated Cash,4,355.2,2009,3,10
General Fund,5,166.6,2009,3,11
Grants Fund,5,54.5,2009,3,11
Community Development,5,-11.3,2009,3,11
Vehicle Rental Tax,5,5.0,2009,3,11
Other Funds,5,12.0,2009,3,11
Total Operating Funds,5,226.8,2009,3,11
Capital Improvement,5,48.7,2009,3,11
Industrial and Commercial Development,5,5.6,2009,3,11
Total Capital Funds,5,54.3,2009,3,11
Consolidated Cash,5,281.1,2009,3,11
General Fund,6,65.2,2009,3,12
Grants Fund,6,34.7,2009,3,12
Community Development,6,-11.3,2009,3,12
Vehicle Rental Tax,6,5.4,2009,3,12
Other Funds,6,11.7,2009,3,12
Total Operating Funds,6,105.7,2009,3,12
Capital Improvement,6,37.0,2009,3,12
Industrial and Commercial Development,6,5.6,2009,3,12
Total Capital Funds,6,42.6,2009,3,12
Consolidated Cash,6,148.3,2009,3,12
General Fund,7,-8.1,2009,3,1
Grants Fund,7,77.7,2009,3,1
Community Development,7,-9.7,2009,3,1
Vehicle Rental Tax,7,5.8,2009,3,1
Other Funds,7,5.0,2009,3,1
Total Operating Funds,7,70.7,2009,3,1
Capital Improvement,7,197.9,2009,3,1
Industrial and Commercial Development,7,5.6,2009,3,1
Total Capital Funds,7,203.5,2009,3,1
Consolidated Cash,7,274.2,2009,3,1
General Fund,8,196.7,2009,3,2
Grants Fund,8,41.5,2009,3,2
Community Development,8,-10.0,2009,3,2
Vehicle Rental Tax,8,6.1,2009,3,2
Other Funds,8,5.0,2009,3,2
Total Operating Funds,8,239.3,2009,3,2
Capital Improvement,8,195.6,2009,3,2
Industrial and Commercial Development,8,4.3,2009,3,2
Total Capital Funds,8,199.9,2009,3,2
Consolidated Cash,8,439.2,2009,3,2
General Fund,9,259.9,2009,3,3
Grants Fund,9,54.8,2009,3,3
Community Development,9,-10.6,2009,3,3
Vehicle Rental Tax,9,3.9,2009,3,3
Other Funds,9,11.7,2009,3,3
Total Operating Funds,9,319.7,2009,3,3
Capital Improvement,9,192.3,2009,3,3
Industrial and Commercial Development,9,4.3,2009,3,3
Total Capital Funds,9,196.6,2009,3,3
Consolidated Cash,9,516.3,2009,3,3
General Fund,10,320.6,2009,3,4
Grants Fund,10,35.0,2009,3,4
Community Development,10,-9.0,2009,3,4
Vehicle Rental Tax,10,4.2,2009,3,4
Other Funds,10,9.0,2009,3,4
Total Operating Funds,10,359.8,2009,3,4
Capital Improvement,10,187.3,2009,3,4
Industrial and Commercial Development,10,4.5,2009,3,4
Total Capital Funds,10,191.8,2009,3,4
Consolidated Cash,10,551.6,2009,3,4
General Fund,11,30.3,2009,3,5
Grants Fund,11,35.0,2009,3,5
Community Development,11,-9.0,2009,3,5
Vehicle Rental Tax,11,4.5,2009,3,5
Other Funds,11,9.0,2009,3,5
Total Operating Funds,11,69.8,2009,3,5
Capital Improvement,11,180.3,2009,3,5
Industrial and Commercial Development,11,4.5,2009,3,5
Total Capital Funds,11,184.8,2009,3,5
Consolidated Cash,11,254.6,2009,3,5
General Fund,12,21.0,2009,3,6
Grants Fund,12,30.0,2009,3,6
Community Development,12,-8.0,2009,3,6
Vehicle Rental Tax,12,4.8,2009,3,6
Other Funds,12,9.0,2009,3,6
Total Operating Funds,12,56.8,2009,3,6
Capital Improvement,12,172.3,2009,3,6
Industrial and Commercial Development,12,4.5,2009,3,6
Total Capital Funds,12,176.8,2009,3,6
Consolidated Cash,12,233.6,2009,3,6
General Fund,1,231.4,2009,2,7
Grants Fund,1,168.9,2009,2,7
Community Development,1,-13.2,2009,2,7
Vehicle Rental Tax,1,5.7,2009,2,7
Other Funds,1,9.9,2009,2,7
Total Operating Funds,1,402.7,2009,2,7
Capital Improvement,1,66.6,2009,2,7
Industrial and Commercial Development,1,4.3,2009,2,7
Total Capital Funds,1,70.9,2009,2,7
Consolidated Cash,1,473.6,2009,2,7
General Fund,2,218.6,2009,2,8
Grants Fund,2,145.2,2009,2,8
Community Development,2,-4.8,2009,2,8
Vehicle Rental Tax,2,6.3,2009,2,8
Other Funds,2,22.9,2009,2,8
Total Operating Funds,2,388.2,2009,2,8
Capital Improvement,2,61.0,2009,2,8
Industrial and Commercial Development,2,4.3,2009,2,8
Total Capital Funds,2,65.3,2009,2,8
Consolidated Cash,2,453.5,2009,2,8
General Fund,3,227.8,2009,2,9
Grants Fund,3,53.5,2009,2,9
Community Development,3,-8.8,2009,2,9
Vehicle Rental Tax,3,4.3,2009,2,9
Other Funds,3,11.2,2009,2,9
Total Operating Funds,3,288.0,2009,2,9
Capital Improvement,3,57.8,2009,2,9
Industrial and Commercial Development,3,4.9,2009,2,9
Total Capital Funds,3,62.7,2009,2,9
Consolidated Cash,3,350.7,2009,2,9
General Fund,4,226.5,2009,2,10
Grants Fund,4,74.2,2009,2,10
Community Development,4,-11.3,2009,2,10
Vehicle Rental Tax,4,4.7,2009,2,10
Other Funds,4,9.0,2009,2,10
Total Operating Funds,4,303.1,2009,2,10
Capital Improvement,4,46.6,2009,2,10
Industrial and Commercial Development,4,5.5,2009,2,10
Total Capital Funds,4,52.1,2009,2,10
Consolidated Cash,4,355.2,2009,2,10
General Fund,5,166.6,2009,2,11
Grants Fund,5,54.5,2009,2,11
Community Development,5,-11.3,2009,2,11
Vehicle Rental Tax,5,5.0,2009,2,11
Other Funds,5,12.0,2009,2,11
Total Operating Funds,5,226.8,2009,2,11
Capital Improvement,5,48.7,2009,2,11
Industrial and Commercial Development,5,5.6,2009,2,11
Total Capital Funds,5,54.3,2009,2,11
Consolidated Cash,5,281.1,2009,2,11
General Fund,6,65.2,2009,2,12
Grants Fund,6,34.7,2009,2,12
Community Development,6,-11.3,2009,2,12
Vehicle Rental Tax,6,5.4,2009,2,12
Other Funds,6,11.7,2009,2,12
Total Operating Funds,6,105.7,2009,2,12
Capital Improvement,6,37.0,2009,2,12
Industrial and Commercial Development,6,4.5,2009,2,12
Total Capital Funds,6,41.5,2009,2,12
Consolidated Cash,6,147.2,2009,2,12
General Fund,7,-8.8,2009,2,1
Grants Fund,7,30.0,2009,2,1
Community Development,7,-9.0,2009,2,1
Vehicle Rental Tax,7,5.7,2009,2,1
Other Funds,7,9.0,2009,2,1
Total Operating Funds,7,26.9,2009,2,1
Capital Improvement,7,186.8,2009,2,1
Industrial and Commercial Development,7,4.5,2009,2,1
Total Capital Funds,7,191.3,2009,2,1
Consolidated Cash,7,218.2,2009,2,1
General Fund,8,161.9,2009,2,2
Grants Fund,8,30.0,2009,2,2
Community Development,8,-9.0,2009,2,2
Vehicle Rental Tax,8,6.0,2009,2,2
Other Funds,8,9.0,2009,2,2
Total Operating Funds,8,197.9,2009,2,2
Capital Improvement,8,178.8,2009,2,2
Industrial and Commercial Development,8,4.5,2009,2,2
Total Capital Funds,8,183.3,2009,2,2
Consolidated Cash,8,381.2,2009,2,2
General Fund,9,211.7,2009,2,3
Grants Fund,9,30.0,2009,2,3
Community Development,9,-9.0,2009,2,3
Vehicle Rental Tax,9,6.3,2009,2,3
Other Funds,9,9.0,2009,2,3
Total Operating Funds,9,248.0,2009,2,3
Capital Improvement,9,170.8,2009,2,3
Industrial and Commercial Development,9,4.5,2009,2,3
Total Capital Funds,9,175.3,2009,2,3
Consolidated Cash,9,423.3,2009,2,3
General Fund,10,321.6,2009,2,4
Grants Fund,10,35.0,2009,2,4
Community Development,10,-7.0,2009,2,4
Vehicle Rental Tax,10,6.6,2009,2,4
Other Funds,10,9.0,2009,2,4
Total Operating Funds,10,365.2,2009,2,4
Capital Improvement,10,162.8,2009,2,4
Industrial and Commercial Development,10,4.5,2009,2,4
Total Capital Funds,10,167.3,2009,2,4
Consolidated Cash,10,532.5,2009,2,4
General Fund,11,46.5,2009,2,5
Grants Fund,11,35.0,2009,2,5
Community Development,11,-7.0,2009,2,5
Vehicle Rental Tax,11,4.1,2009,2,5
Other Funds,11,9.0,2009,2,5
Total Operating Funds,11,87.6,2009,2,5
Capital Improvement,11,154.8,2009,2,5
Industrial and Commercial Development,11,4.5,2009,2,5
Total Capital Funds,11,159.3,2009,2,5
Consolidated Cash,11,246.9,2009,2,5
General Fund,12,21.8,2009,2,6
Grants Fund,12,35.0,2009,2,6
Community Development,12,-7.0,2009,2,6
Vehicle Rental Tax,12,4.4,2009,2,6
Other Funds,12,9.0,2009,2,6
Total Operating Funds,12,63.2,2009,2,6
Capital Improvement,12,146.8,2009,2,6
Industrial and Commercial Development,12,4.5,2009,2,6
Total Capital Funds,12,151.3,2009,2,6
Consolidated Cash,12,214.5,2009,2,6
General Fund,1,231.4,2009,1,7
Grants Fund,1,168.9,2009,1,7
Community Development,1,-13.2,2009,1,7
Vehicle Rental Tax,1,5.7,2009,1,7
Other Funds,1,9.9,2009,1,7
Total Operating Funds,1,402.7,2009,1,7
Capital Improvement,1,66.6,2009,1,7
Industrial and Commercial Development,1,4.3,2009,1,7
Total Capital Funds,1,70.9,2009,1,7
Consolidated Cash,1,473.6,2009,1,7
General Fund,2,218.6,2009,1,8
Grants Fund,2,145.2,2009,1,8
Community Development,2,-4.8,2009,1,8
Vehicle Rental Tax,2,6.3,2009,1,8
Other Funds,2,22.9,2009,1,8
Total Operating Funds,2,388.2,2009,1,8
Capital Improvement,2,61.0,2009,1,8
Industrial and Commercial Development,2,4.3,2009,1,8
Total Capital Funds,2,65.3,2009,1,8
Consolidated Cash,2,453.5,2009,1,8
General Fund,3,227.8,2009,1,9
Grants Fund,3,53.5,2009,1,9
Community Development,3,-8.8,2009,1,9
Vehicle Rental Tax,3,4.3,2009,1,9
Other Funds,3,11.2,2009,1,9
Total Operating Funds,3,288.0,2009,1,9
Capital Improvement,3,57.8,2009,1,9
Industrial and Commercial Development,3,4.9,2009,1,9
Total Capital Funds,3,62.7,2009,1,9
Consolidated Cash,3,350.7,2009,1,9
General Fund,4,226.5,2009,1,10
Grants Fund,4,74.2,2009,1,10
Community Development,4,-11.3,2009,1,10
Vehicle Rental Tax,4,4.7,2009,1,10
Other Funds,4,9.0,2009,1,10
Total Operating Funds,4,303.1,2009,1,10
Capital Improvement,4,46.6,2009,1,10
Industrial and Commercial Development,4,5.5,2009,1,10
Total Capital Funds,4,52.1,2009,1,10
Consolidated Cash,4,355.2,2009,1,10
General Fund,5,115.3,2009,1,11
Grants Fund,5,50.0,2009,1,11
Community Development,5,-9.2,2009,1,11
Vehicle Rental Tax,5,5.2,2009,1,11
Other Funds,5,9.0,2009,1,11
Total Operating Funds,5,170.3,2009,1,11
Capital Improvement,5,38.6,2009,1,11
Industrial and Commercial Development,5,4.5,2009,1,11
Total Capital Funds,5,43.1,2009,1,11
Consolidated Cash,5,213.4,2009,1,11
General Fund,6,72.6,2009,1,12
Grants Fund,6,40.0,2009,1,12
Community Development,6,-6.0,2009,1,12
Vehicle Rental Tax,6,5.7,2009,1,12
Other Funds,6,9.0,2009,1,12
Total Operating Funds,6,121.3,2009,1,12
Capital Improvement,6,210.6,2009,1,12
Industrial and Commercial Development,6,4.5,2009,1,12
Total Capital Funds,6,215.1,2009,1,12
Consolidated Cash,6,336.4,2009,1,12
General Fund,7,77.5,2009,1,1
Grants Fund,7,35.0,2009,1,1
Community Development,7,-9.0,2009,1,1
Vehicle Rental Tax,7,6.1,2009,1,1
Other Funds,7,9.0,2009,1,1
Total Operating Funds,7,118.6,2009,1,1
Capital Improvement,7,202.6,2009,1,1
Industrial and Commercial Development,7,4.5,2009,1,1
Total Capital Funds,7,207.1,2009,1,1
Consolidated Cash,7,325.7,2009,1,1
General Fund,8,259.5,2009,1,2
Grants Fund,8,35.0,2009,1,2
Community Development,8,-6.0,2009,1,2
Vehicle Rental Tax,8,6.5,2009,1,2
Other Funds,8,9.0,2009,1,2
Total Operating Funds,8,304.0,2009,1,2
Capital Improvement,8,194.6,2009,1,2
Industrial and Commercial Development,8,4.5,2009,1,2
Total Capital Funds,8,199.1,2009,1,2
Consolidated Cash,8,503.1,2009,1,2
General Fund,9,329.0,2009,1,3
Grants Fund,9,35.0,2009,1,3
Community Development,9,-6.0,2009,1,3
Vehicle Rental Tax,9,6.9,2009,1,3
Other Funds,9,9.0,2009,1,3
Total Operating Funds,9,373.9,2009,1,3
Capital Improvement,9,186.6,2009,1,3
Industrial and Commercial Development,9,4.5,2009,1,3
Total Capital Funds,9,191.1,2009,1,3
Consolidated Cash,9,565.0,2009,1,3
General Fund,10,436.1,2009,1,4
Grants Fund,10,35.0,2009,1,4
Community Development,10,-6.0,2009,1,4
Vehicle Rental Tax,10,7.4,2009,1,4
Other Funds,10,9.0,2009,1,4
Total Operating Funds,10,481.5,2009,1,4
Capital Improvement,10,178.6,2009,1,4
Industrial and Commercial Development,10,4.5,2009,1,4
Total Capital Funds,10,183.1,2009,1,4
Consolidated Cash,10,664.6,2009,1,4
General Fund,11,148.3,2009,1,5
Grants Fund,11,35.0,2009,1,5
Community Development,11,-6.0,2009,1,5
Vehicle Rental Tax,11,5.1,2009,1,5
Other Funds,11,9.0,2009,1,5
Total Operating Funds,11,191.4,2009,1,5
Capital Improvement,11,170.6,2009,1,5
Industrial and Commercial Development,11,4.5,2009,1,5
Total Capital Funds,11,175.1,2009,1,5
Consolidated Cash,11,366.5,2009,1,5
General Fund,12,118.9,2009,1,6
Grants Fund,12,35.0,2009,1,6
Community Development,12,-6.0,2009,1,6
Vehicle Rental Tax,12,5.6,2009,1,6
Other Funds,12,9.0,2009,1,6
Total Operating Funds,12,162.5,2009,1,6
Capital Improvement,12,162.6,2009,1,6
Industrial and Commercial Development,12,4.5,2009,1,6
Total Capital Funds,12,167.1,2009,1,6
Consolidated Cash,12,329.6,2009,1,6
General Fund,1,441.3,2008,4,7
Grants Fund,1,64.7,2008,4,7
Community Development,1,-15.9,2008,4,7
Vehicle Rental Tax,1,5.2,2008,4,7
Other Funds,1,8.2,2008,4,7
Total Operating Funds,1,503.5,2008,4,7
Capital Improvement,1,154.0,2008,4,7
Industrial and Commercial Development,1,4.7,2008,4,7
Total Capital Funds,1,158.7,2008,4,7
Consolidated Cash,1,662.2,2008,4,7
General Fund,2,289.8,2008,4,8
Grants Fund,2,86.5,2008,4,8
Community Development,2,-5.3,2008,4,8
Vehicle Rental Tax,2,5.7,2008,4,8
Other Funds,2,10.1,2008,4,8
Total Operating Funds,2,386.8,2008,4,8
Capital Improvement,2,148.9,2008,4,8
Industrial and Commercial Development,2,4.7,2008,4,8
Total Capital Funds,2,153.6,2008,4,8
Consolidated Cash,2,540.4,2008,4,8
General Fund,3,204.3,2008,4,9
Grants Fund,3,71.8,2008,4,9
Community Development,3,-4.7,2008,4,9
Vehicle Rental Tax,3,3.8,2008,4,9
Other Funds,3,8.8,2008,4,9
Total Operating Funds,3,284.0,2008,4,9
Capital Improvement,3,136.2,2008,4,9
Industrial and Commercial Development,3,4.1,2008,4,9
Total Capital Funds,3,140.3,2008,4,9
Consolidated Cash,3,424.3,2008,4,9
General Fund,4,270.0,2008,4,10
Grants Fund,4,82.4,2008,4,10
Community Development,4,-8.8,2008,4,10
Vehicle Rental Tax,4,4.2,2008,4,10
Other Funds,4,11.4,2008,4,10
Total Operating Funds,4,359.2,2008,4,10
Capital Improvement,4,136.2,2008,4,10
Industrial and Commercial Development,4,4.1,2008,4,10
Total Capital Funds,4,140.3,2008,4,10
Consolidated Cash,4,499.5,2008,4,10
General Fund,5,183.3,2008,4,11
Grants Fund,5,68.6,2008,4,11
Community Development,5,-6.2,2008,4,11
Vehicle Rental Tax,5,4.8,2008,4,11
Other Funds,5,15.8,2008,4,11
Total Operating Funds,5,266.3,2008,4,11
Capital Improvement,5,137.4,2008,4,11
Industrial and Commercial Development,5,4.1,2008,4,11
Total Capital Funds,5,141.5,2008,4,11
Consolidated Cash,5,407.8,2008,4,11
General Fund,6,94.0,2008,4,12
Grants Fund,6,48.3,2008,4,12
Community Development,6,-4.6,2008,4,12
Vehicle Rental Tax,6,5.2,2008,4,12
Other Funds,6,11.0,2008,4,12
Total Operating Funds,6,153.9,2008,4,12
Capital Improvement,6,128.9,2008,4,12
Industrial and Commercial Development,6,4.1,2008,4,12
Total Capital Funds,6,133.0,2008,4,12
Consolidated Cash,6,286.9,2008,4,12
General Fund,7,29.2,2008,4,1
Grants Fund,7,61.8,2008,4,1
Community Development,7,-7.4,2008,4,1
Vehicle Rental Tax,7,5.6,2008,4,1
Other Funds,7,11.8,2008,4,1
Total Operating Funds,7,101.0,2008,4,1
Capital Improvement,7,121.1,2008,4,1
Industrial and Commercial Development,7,4.2,2008,4,1
Total Capital Funds,7,125.3,2008,4,1
Consolidated Cash,7,226.3,2008,4,1
General Fund,8,270.3,2008,4,2
Grants Fund,8,48.8,2008,4,2
Community Development,8,-4.5,2008,4,2
Vehicle Rental Tax,8,6.0,2008,4,2
Other Funds,8,12.2,2008,4,2
Total Operating Funds,8,332.8,2008,4,2
Capital Improvement,8,108.9,2008,4,2
Industrial and Commercial Development,8,4.0,2008,4,2
Total Capital Funds,8,112.9,2008,4,2
Consolidated Cash,8,445.7,2008,4,2
General Fund,9,384.6,2008,4,3
Grants Fund,9,51.4,2008,4,3
Community Development,9,1.3,2008,4,3
Vehicle Rental Tax,9,3.4,2008,4,3
Other Funds,9,11.2,2008,4,3
Total Operating Funds,9,451.9,2008,4,3
Capital Improvement,9,105.9,2008,4,3
Industrial and Commercial Development,9,4.0,2008,4,3
Total Capital Funds,9,109.9,2008,4,3
Consolidated Cash,9,561.8,2008,4,3
General Fund,10,503.9,2008,4,4
Grants Fund,10,49.7,2008,4,4
Community Development,10,-5.4,2008,4,4
Vehicle Rental Tax,10,4.3,2008,4,4
Other Funds,10,9.3,2008,4,4
Total Operating Funds,10,561.8,2008,4,4
Capital Improvement,10,100.0,2008,4,4
Industrial and Commercial Development,10,4.2,2008,4,4
Total Capital Funds,10,104.2,2008,4,4
Consolidated Cash,10,666.0,2008,4,4
General Fund,11,372.4,2008,4,5
Grants Fund,11,62.6,2008,4,5
Community Development,11,-7.4,2008,4,5
Vehicle Rental Tax,11,4.7,2008,4,5
Other Funds,11,7.0,2008,4,5
Total Operating Funds,11,439.3,2008,4,5
Capital Improvement,11,91.2,2008,4,5
Industrial and Commercial Development,11,4.2,2008,4,5
Total Capital Funds,11,95.4,2008,4,5
Consolidated Cash,11,534.7,2008,4,5
General Fund,12,218.5,2008,4,6
Grants Fund,12,47.3,2008,4,6
Community Development,12,0.0,2008,4,6
Vehicle Rental Tax,12,5.2,2008,4,6
Other Funds,12,4.5,2008,4,6
Total Operating Funds,12,275.5,2008,4,6
Capital Improvement,12,79.7,2008,4,6
Industrial and Commercial Development,12,4.3,2008,4,6
Total Capital Funds,12,84.0,2008,4,6
Consolidated Cash,12,359.5,2008,4,6
General Fund,1,441.3,2008,3,7
Grants Fund,1,64.7,2008,3,7
Community Development,1,-15.9,2008,3,7
Vehicle Rental Tax,1,5.2,2008,3,7
Other Funds,1,8.2,2008,3,7
Total Operating Funds,1,503.5,2008,3,7
Capital Improvement,1,154.0,2008,3,7
Industrial and Commercial Development,1,4.7,2008,3,7
Total Capital Funds,1,158.7,2008,3,7
Consolidated Cash,1,662.2,2008,3,7
General Fund,2,289.8,2008,3,8
Grants Fund,2,86.5,2008,3,8
Community Development,2,-5.3,2008,3,8
Vehicle Rental Tax,2,5.7,2008,3,8
Other Funds,2,10.1,2008,3,8
Total Operating Funds,2,386.8,2008,3,8
Capital Improvement,2,148.9,2008,3,8
Industrial and Commercial Development,2,4.7,2008,3,8
Total Capital Funds,2,153.6,2008,3,8
Consolidated Cash,2,540.4,2008,3,8
General Fund,3,204.3,2008,3,9
Grants Fund,3,71.8,2008,3,9
Community Development,3,-4.7,2008,3,9
Vehicle Rental Tax,3,3.8,2008,3,9
Other Funds,3,8.8,2008,3,9
Total Operating Funds,3,284.0,2008,3,9
Capital Improvement,3,136.2,2008,3,9
Industrial and Commercial Development,3,4.1,2008,3,9
Total Capital Funds,3,140.3,2008,3,9
Consolidated Cash,3,424.3,2008,3,9
General Fund,4,270.0,2008,3,10
Grants Fund,4,82.4,2008,3,10
Community Development,4,-8.8,2008,3,10
Vehicle Rental Tax,4,4.2,2008,3,10
Other Funds,4,11.4,2008,3,10
Total Operating Funds,4,359.2,2008,3,10
Capital Improvement,4,136.2,2008,3,10
Industrial and Commercial Development,4,4.1,2008,3,10
Total Capital Funds,4,140.3,2008,3,10
Consolidated Cash,4,499.5,2008,3,10
General Fund,5,183.3,2008,3,11
Grants Fund,5,68.6,2008,3,11
Community Development,5,-6.2,2008,3,11
Vehicle Rental Tax,5,4.8,2008,3,11
Other Funds,5,15.8,2008,3,11
Total Operating Funds,5,266.3,2008,3,11
Capital Improvement,5,137.4,2008,3,11
Industrial and Commercial Development,5,4.1,2008,3,11
Total Capital Funds,5,141.5,2008,3,11
Consolidated Cash,5,407.8,2008,3,11
General Fund,6,94.0,2008,3,12
Grants Fund,6,48.3,2008,3,12
Community Development,6,-4.6,2008,3,12
Vehicle Rental Tax,6,5.2,2008,3,12
Other Funds,6,11.0,2008,3,12
Total Operating Funds,6,153.9,2008,3,12
Capital Improvement,6,128.9,2008,3,12
Industrial and Commercial Development,6,4.1,2008,3,12
Total Capital Funds,6,133.0,2008,3,12
Consolidated Cash,6,286.9,2008,3,12
General Fund,7,29.2,2008,3,1
Grants Fund,7,61.8,2008,3,1
Community Development,7,-7.4,2008,3,1
Vehicle Rental Tax,7,5.6,2008,3,1
Other Funds,7,11.8,2008,3,1
Total Operating Funds,7,101.0,2008,3,1
Capital Improvement,7,121.1,2008,3,1
Industrial and Commercial Development,7,4.2,2008,3,1
Total Capital Funds,7,125.3,2008,3,1
Consolidated Cash,7,226.3,2008,3,1
General Fund,8,270.3,2008,3,2
Grants Fund,8,48.8,2008,3,2
Community Development,8,-4.5,2008,3,2
Vehicle Rental Tax,8,6.0,2008,3,2
Other Funds,8,12.2,2008,3,2
Total Operating Funds,8,332.8,2008,3,2
Capital Improvement,8,108.9,2008,3,2
Industrial and Commercial Development,8,4.0,2008,3,2
Total Capital Funds,8,112.9,2008,3,2
Consolidated Cash,8,445.7,2008,3,2
General Fund,9,384.6,2008,3,3
Grants Fund,9,51.4,2008,3,3
Community Development,9,1.3,2008,3,3
Vehicle Rental Tax,9,3.4,2008,3,3
Other Funds,9,11.2,2008,3,3
Total Operating Funds,9,451.9,2008,3,3
Capital Improvement,9,105.9,2008,3,3
Industrial and Commercial Development,9,4.0,2008,3,3
Total Capital Funds,9,109.9,2008,3,3
Consolidated Cash,9,561.8,2008,3,3
General Fund,10,503.9,2008,3,4
Grants Fund,10,49.7,2008,3,4
Community Development,10,-5.4,2008,3,4
Vehicle Rental Tax,10,4.3,2008,3,4
Other Funds,10,9.3,2008,3,4
Total Operating Funds,10,561.8,2008,3,4
Capital Improvement,10,100.0,2008,3,4
Industrial and Commercial Development,10,4.2,2008,3,4
Total Capital Funds,10,104.2,2008,3,4
Consolidated Cash,10,666.0,2008,3,4
General Fund,11,371.0,2008,3,5
Grants Fund,11,70.0,2008,3,5
Community Development,11,-7.0,2008,3,5
Vehicle Rental Tax,11,4.7,2008,3,5
Other Funds,11,9.0,2008,3,5
Total Operating Funds,11,447.7,2008,3,5
Capital Improvement,11,94.0,2008,3,5
Industrial and Commercial Development,11,4.5,2008,3,5
Total Capital Funds,11,98.5,2008,3,5
Consolidated Cash,11,546.2,2008,3,5
General Fund,12,248.4,2008,3,6
Grants Fund,12,70.0,2008,3,6
Community Development,12,0.0,2008,3,6
Vehicle Rental Tax,12,5.1,2008,3,6
Other Funds,12,9.0,2008,3,6
Total Operating Funds,12,332.5,2008,3,6
Capital Improvement,12,88.0,2008,3,6
Industrial and Commercial Development,12,4.5,2008,3,6
Total Capital Funds,12,92.5,2008,3,6
Consolidated Cash,12,425.0,2008,3,6
General Fund,1,441.2,2008,2,7
Grants Fund,1,64.7,2008,2,7
Community Development,1,-15.9,2008,2,7
Vehicle Rental Tax,1,5.2,2008,2,7
Other Funds,1,8.2,2008,2,7
Total Operating Funds,1,503.4,2008,2,7
Capital Improvement,1,154.0,2008,2,7
Industrial and Commercial Development,1,4.7,2008,2,7
Total Capital Funds,1,158.7,2008,2,7
Consolidated Cash,1,662.1,2008,2,7
General Fund,2,289.7,2008,2,8
Grants Fund,2,86.5,2008,2,8
Community Development,2,-5.3,2008,2,8
Vehicle Rental Tax,2,5.7,2008,2,8
Other Funds,2,10.1,2008,2,8
Total Operating Funds,2,386.7,2008,2,8
Capital Improvement,2,148.9,2008,2,8
Industrial and Commercial Development,2,4.7,2008,2,8
Total Capital Funds,2,153.6,2008,2,8
Consolidated Cash,2,540.3,2008,2,8
General Fund,3,204.3,2008,2,9
Grants Fund,3,71.8,2008,2,9
Community Development,3,-4.7,2008,2,9
Vehicle Rental Tax,3,3.8,2008,2,9
Other Funds,3,8.8,2008,2,9
Total Operating Funds,3,284.0,2008,2,9
Capital Improvement,3,136.2,2008,2,9
Industrial and Commercial Development,3,4.1,2008,2,9
Total Capital Funds,3,140.3,2008,2,9
Consolidated Cash,3,424.3,2008,2,9
General Fund,4,270.0,2008,2,10
Grants Fund,4,82.4,2008,2,10
Community Development,4,-8.8,2008,2,10
Vehicle Rental Tax,4,4.2,2008,2,10
Other Funds,4,11.4,2008,2,10
Total Operating Funds,4,359.2,2008,2,10
Capital Improvement,4,136.2,2008,2,10
Industrial and Commercial Development,4,4.1,2008,2,10
Total Capital Funds,4,140.3,2008,2,10
Consolidated Cash,4,499.5,2008,2,10
General Fund,5,183.3,2008,2,11
Grants Fund,5,68.6,2008,2,11
