dept_name_raw,class_100,class_200,class_300_400,class_500,class_700,class_800,fiscal_year,class_900,total,abbreviation,dept_code,dept_name,dept_major_code
Office of Property Assessment,7014594.0,594675.0,358451.0,0.0,0.0,0.0,2012,0.0,7967720.0,OPA,59,Office of Property Assessment,59
Office of Supportive Housing,7556596.0,30415823.0,342854.0,32342.0,0.0,0.0,2012,0.0,38347615.0,OHS,24,Office of Homeless Services,24
Office of the Inspector Genera,1128064.0,95112.0,15956.0,0.0,0.0,0.0,2012,0.0,1239132.0,OIG,48,Office of the Inspector General,48
Parks and Recreation,35492911.0,4934902.0,2111477.0,2830000.0,0.0,0.0,2012,0.0,45369290.0,Parks & Recreation,16,Department of Parks and Recreation,16
Police,536548353.0,7056759.0,8686975.0,0.0,0.0,0.0,2012,0.0,552292087.0,Police,11,Police Department,11
Prisons,121476307.0,104039021.0,4768519.0,1238742.0,0.0,0.0,2012,0.0,231522589.0,Prisons,23,Philadelphia Prison System,23
Procurement,2107515.0,2312434.0,40579.0,0.0,0.0,0.0,2012,0.0,4460528.0,Procurement,38,Procurement Department,38
Public Health,39076424.0,62997156.0,4611216.0,0.0,0.0,500000.0,2012,0.0,107184796.0,Public Health,14,Department of Public Health,14
Public Property,6496367.0,25166100.0,985463.0,0.0,0.0,20519684.0,2012,0.0,53167614.0,Public Property,20,Department of Public Property,20
Public Property-SEPTA Subsidy,0.0,66360000.0,0.0,0.0,0.0,0.0,2012,0.0,66360000.0,,20SS,Public Property: SEPTA Subsidy,20
Public Property-Space Rentals,0.0,16795777.0,0.0,0.0,0.0,0.0,2012,0.0,16795777.0,,20SR,Public Property: Space Rentals,20
Public Property-Utilities,0.0,31157967.0,0.0,0.0,0.0,0.0,2012,0.0,31157967.0,,20U,Public Property: Utilities,20
Records,2679728.0,1081534.0,78242.0,1257.0,0.0,0.0,2012,0.0,3840761.0,Records,31,Department of Records,31
Refunds,0.0,0.0,0.0,382.0,0.0,0.0,2012,0.0,382.0,,35R,Finance: Refunds,35
Register of Wills,3223922.0,54721.0,33188.0,0.0,0.0,0.0,2012,0.0,3311831.0,,68,Register of Wills,68
Revenue,14544961.0,3772938.0,503279.0,0.0,0.0,0.0,2012,0.0,18821178.0,Revenue,36,Department of Revenue,36
Sheriff,14816967.0,307905.0,320818.0,0.0,0.0,0.0,2012,0.0,15445690.0,Sheriff,70,Office of the Sheriff,70
Streets,19834401.0,1642995.0,2585629.0,0.0,0.0,0.0,2012,0.0,24063025.0,Streets,12,Streets Department,12
Streets W Sanitation,46123890.0,44044511.0,1597512.0,48171.0,0.0,0.0,2012,0.0,91814084.0,,12S,Streets: Sanitation,12
Witness Fees,0.0,140479.0,0.0,0.0,0.0,0.0,2012,0.0,140479.0,,35WF,Finance: Witness Fees,35
Youth Commission,24694.0,14432.0,2611.0,0.0,0.0,0.0,2012,0.0,41737.0,,47,Youth Commission,47
Zoning Bd. of Adi.,333162.0,33191.0,0.0,0.0,0.0,0.0,2012,0.0,366353.0,ZBA,30,Zoning Board of Adjustments,30
Zoning Code Commission,119408.0,96579.0,250.0,0.0,0.0,0.0,2012,0.0,216237.0,,57,Zoning Code Commission,57
Art Museum,0.0,0.0,0.0,2300000.0,0.0,0.0,2013,0.0,2300000.0,,34,Art Museum,34
Atwater Kent Museum,220143.0,0.0,0.0,50000.0,0.0,0.0,2013,0.0,270143.0,Atwater Kent,18,Atwater Kent Museum,18
Auditing (City Controller),6475510.0,527924.0,23699.0,0.0,0.0,0.0,2013,0.0,7027133.0,,61,City Controller's Office,61
Board of Ethics,685698.0,15369.0,11605.0,0.0,0.0,0.0,2013,0.0,712672.0,,45,Board of Ethics,45
Board of Revision of Taxes,1021653.0,20167.0,14249.0,0.0,0.0,0.0,2013,0.0,1056069.0,BRT,63,Board of Revision of Taxes,63
City Commissioners,5166337.0,2976350.0,540715.0,0.0,0.0,0.0,2013,0.0,8683402.0,City Commissioners,73,City Commissioner's Office,73
City Council,11660823.0,1380866.0,389284.0,0.0,0.0,0.0,2013,0.0,13430973.0,,01,City Council,01
City Planning Commission,2137171.0,75048.0,39767.0,0.0,0.0,0.0,2013,0.0,2251986.0,,51,City Planning Commission,51
City Representative,416871.0,498632.0,44000.0,0.0,0.0,0.0,2013,0.0,959503.0,City Rep,41,Office of the City Representative,41
City Treasurer,755428.0,116473.0,12096.0,0.0,0.0,0.0,2013,0.0,883997.0,City Treasurer,40,Office of the City Treasurer,40
Civil Service Commission,140785.0,29500.0,300.0,0.0,0.0,0.0,2013,0.0,170585.0,,55,Civil Service Commission,55
Commerce,1685843.0,333481.0,24926.0,500000.0,0.0,0.0,2013,0.0,2544250.0,Commerce,42,Office of the Director of Commerce,42
Commerce-Convention Center Subsidy,0.0,15000000.0,0.0,0.0,0.0,0.0,2013,0.0,15000000.0,,42CC,Commerce: Convention Center Subsidy,42
Commerce-Economic Stimulus,0.0,1294448.0,0.0,0.0,0.0,0.0,2013,0.0,1294448.0,,42ES,Commerce: Economic Stimulus,42
Director-Legal Services,0.0,38744097.0,0.0,0.0,0.0,0.0,2013,0.0,38744097.0,,10LS,MDO: Legal Services,10
District Attorney,29302614.0,1645672.0,501403.0,0.0,0.0,0.0,2013,0.0,31449689.0,DAO,69,District Attorney's Office,69
Finance,9084799.0,4196295.0,152900.0,3733415.0,0.0,0.0,2013,0.0,17167409.0,Finance,35,Office of the Director of Finance,35
Finance-Community College Subsidy,0.0,0.0,0.0,25409207.0,0.0,0.0,2013,0.0,25409207.0,,35CC,Finance: Community College Subsidy,35
Finance-Employee Benefits (1),1119074214.0,0.0,0.0,0.0,0.0,0.0,2013,0.0,1119074214.0,,35EB,Finance: Employee Benefits,35
Finance-Hero Scholarship Awards,0.0,0.0,0.0,21000.0,0.0,0.0,2013,0.0,21000.0,,35HA,Finance: Hero Scholarship Awards,35
Finance-Indemnities,0.0,0.0,0.0,30268500.0,0.0,0.0,2013,0.0,30268500.0,,35IN,Finance: Indemnities,35
Finance-Refunds,0.0,0.0,0.0,36.0,0.0,0.0,2013,0.0,36.0,,35R,Finance: Refunds,35
Finance-Schoo District Contribution,0.0,0.0,0.0,68990000.0,0.0,0.0,2013,0.0,68990000.0,,35SD,Finance: School District Contribution,35
Finance-Witness Fees,0.0,132008.0,0.0,0.0,0.0,0.0,2013,0.0,132008.0,,35WF,Finance: Witness Fees,35
Fire,179819281.0,4927224.0,7878502.0,0.0,0.0,7391000.0,2013,0.0,200016007.0,Fire,13,Fire Department,13
First Judicial District,91827883.0,16480296.0,2345400.0,0.0,0.0,0.0,2013,0.0,110653579.0,FJD,84,First Judicial District,84
Fleet Management,15580580.0,4850198.0,29409466.0,0.0,0.0,0.0,2013,0.0,49840244.0,Fleet,25,Office of Fleet Management,25
Free Library,29154178.0,2594842.0,1801633.0,0.0,0.0,0.0,2013,0.0,33550653.0,Free Library,52,The Free Library of Philadelphia,52
Fund Commission (Debt Service),0.0,90972027.0,0.0,0.0,118873777.0,0.0,2013,0.0,209845804.0,Sinking Fund,37,Sinking Fund Commission,37
Historical Commission,350685.0,221.0,802.0,0.0,0.0,0.0,2013,0.0,351708.0,,32,Historical Commission,32
Human Relations Commission,1649350.0,27081.0,11667.0,0.0,0.0,0.0,2013,0.0,1688098.0,Human Relations,54,Commission on Human Relations,54
Human Services,22265266.0,67507799.0,621006.0,0.0,0.0,0.0,2013,0.0,90394071.0,DHS,22,Department of Human Services,22
L&I-Board of Building Standards,57140.0,0.0,0.0,0.0,0.0,0.0,2013,0.0,57140.0,,29,L&I: Board of Building and Standards,29
L&I-Board of L& Review,118245.0,9099.0,0.0,0.0,0.0,0.0,2013,0.0,127344.0,,27,L&I: Board of Review,27
L&I-Zoning Board of Adjustments,331167.0,29607.0,0.0,0.0,0.0,0.0,2013,0.0,360774.0,ZBA,30,Zoning Board of Adjustments,30
Labor Relations,534553.0,1830.0,6694.0,0.0,0.0,0.0,2013,0.0,543077.0,,03,Labor,03
Law,6511482.0,7631701.0,248592.0,0.0,0.0,0.0,2013,0.0,14391775.0,Law,44,Law Department,44
Licenses & Inspection,14071418.0,7098964.0,303527.0,0.0,0.0,0.0,2013,0.0,21473909.0,L&I,26,Department of Licenses and Inspections,26
Management -Vehicle Lease/Purch.,0.0,4483192.0,6464796.0,0.0,0.0,0.0,2013,0.0,10947988.0,,25V,Fleet: Vehicle Lease/Purchases,25
Managing Director,14893261.0,18955974.0,497899.0,0.0,0.0,0.0,2013,0.0,34347134.0,MDO,10,Managing Director's Office,10
Mayor's Office,3078511.0,625333.0,25012.0,0.0,0.0,0.0,2013,0.0,3728856.0,Mayor,05,Mayor's Office,05
Mayor's Office - Scholarships,0.0,0.0,0.0,200000.0,0.0,0.0,2013,0.0,200000.0,,05S,Mayor's Office: Scholarships,05
Mayor's Office of Transportation &  Utilities,519216.0,85155.0,0.0,0.0,0.0,0.0,2013,0.0,604371.0,,46,Mayor's Office of Transportation and Utilities,46
Mural Arts Program,444917.0,501800.0,0.0,0.0,0.0,0.0,2013,0.0,946717.0,Mural Arts,50,Mural Arts Program,50
Office of Arts & Culture & the Creative  Economy,203107.0,393303.0,3936.0,1995688.0,0.0,0.0,2013,0.0,2596034.0,Arts & Culture,58,"Office of Arts, Culture, and the Creative Economy",58
Office of Behavioral Health and  Intellectual disAbility,1357191.0,12787545.0,0.0,0.0,0.0,0.0,2013,0.0,14144736.0,DBH/IDS,15,Behavioral Health and Intellectual Disability Services,15
Office of Housing and Community  Development,0.0,2520000.0,0.0,0.0,0.0,320191.0,2013,0.0,2840191.0,,06,Office of Housing and Community Development,06
Office of Human Resources,4383527.0,799551.0,58559.0,0.0,0.0,0.0,2013,0.0,5241637.0,OHR,56,Office of Human Resources,56
Office of Innovation and Technology,17229380.0,41228818.0,4753045.0,0.0,0.0,0.0,2013,0.0,63211243.0,OIT,04,Office of Innovation and Technology,04
Office of Property Assessment,8140264.0,3003781.0,420979.0,0.0,0.0,0.0,2013,0.0,11565024.0,OPA,59,Office of Property Assessment,59
Office of Supportive Housing,7549916.0,34187845.0,332090.0,31585.0,0.0,0.0,2013,0.0,42101436.0,OHS,24,Office of Homeless Services,24
Office of the Inspector General,1156164.0,96327.0,6587.0,0.0,0.0,0.0,2013,0.0,1259078.0,OIG,48,Office of the Inspector General,48
Parks and Recreation,37509725.0,6111519.0,3388330.0,3546000.0,0.0,0.0,2013,0.0,50555574.0,Parks & Recreation,16,Department of Parks and Recreation,16
Police,555247244.0,7158494.0,9482142.0,0.0,0.0,0.0,2013,0.0,571887880.0,Police,11,Police Department,11
Prisons,130057321.0,105447458.0,4768432.0,1177883.0,0.0,0.0,2013,0.0,241451094.0,Prisons,23,Philadelphia Prison System,23
Procurement,2197426.0,2316267.0,49026.0,0.0,0.0,0.0,2013,0.0,4562719.0,Procurement,38,Procurement Department,38
Public Health,40531940.0,62965942.0,4987651.0,0.0,0.0,500000.0,2013,0.0,108985533.0,Public Health,14,Department of Public Health,14
Public Property,6833756.0,24687168.0,1158156.0,0.0,0.0,23255158.0,2013,0.0,55934238.0,Public Property,20,Department of Public Property,20
Public Property-SEPTA Subsidy,0.0,65170000.0,0.0,0.0,0.0,0.0,2013,0.0,65170000.0,,20SS,Public Property: SEPTA Subsidy,20
Public Property-Space Rentals,0.0,18157661.0,0.0,0.0,0.0,0.0,2013,0.0,18157661.0,,20SR,Public Property: Space Rentals,20
Public Property-Utilities,0.0,31525462.0,0.0,0.0,0.0,0.0,2013,0.0,31525462.0,,20U,Public Property: Utilities,20
Records,2734031.0,1083641.0,113741.0,1455.0,0.0,0.0,2013,0.0,3932868.0,Records,31,Department of Records,31
Register of Wills,3187312.0,48503.0,32807.0,0.0,0.0,0.0,2013,0.0,3268622.0,,68,Register of Wills,68
Revenue,14479641.0,3535297.0,642141.0,0.0,0.0,0.0,2013,0.0,18657079.0,Revenue,36,Department of Revenue,36
Sheriff,14460864.0,294051.0,317630.0,0.0,0.0,0.0,2013,0.0,15072545.0,Sheriff,70,Office of the Sheriff,70
Streets - Sanitation,45307251.0,37248899.0,1626706.0,48171.0,0.0,0.0,2013,0.0,84231027.0,,12S,Streets: Sanitation,12
Streets-Transportation,19782861.0,3259914.0,1903721.0,0.0,0.0,0.0,2013,0.0,24946496.0,,12T,Streets: Transportation,12
Youth Commission,50000.0,6723.0,247.0,0.0,0.0,0.0,2013,0.0,56970.0,,47,Youth Commission,47
Art Museum,0.0,0.0,0.0,2550000.0,0.0,0.0,2014,0.0,2550000.0,,34,Art Museum,34
Atwater Kent Museum,227307.0,0.0,0.0,50000.0,0.0,0.0,2014,0.0,277307.0,Atwater Kent,18,Atwater Kent Museum,18
Auditing (City Controller),7070173.0,365970.0,24944.0,0.0,0.0,0.0,2014,0.0,7461087.0,,61,City Controller's Office,61
Board of Ethics,741674.0,19280.0,6952.0,0.0,0.0,0.0,2014,0.0,767906.0,,45,Board of Ethics,45
Board of Revision of Taxes,1015351.0,23466.0,14530.0,0.0,0.0,0.0,2014,0.0,1053347.0,BRT,63,Board of Revision of Taxes,63
City Commissioners,4822174.0,3323350.0,541614.0,3672.0,0.0,0.0,2014,0.0,8690810.0,City Commissioners,73,City Commissioner's Office,73
City Council,11997588.0,2141689.0,279400.0,55000.0,0.0,0.0,2014,0.0,14473677.0,,01,City Council,01
City Planning Commission,2192556.0,72118.0,37404.0,0.0,0.0,0.0,2014,0.0,2302078.0,,51,City Planning Commission,51
City Representative,400499.0,515449.0,53999.0,0.0,0.0,0.0,2014,0.0,969947.0,City Rep,41,Office of the City Representative,41
City Treasurer,785368.0,93707.0,15068.0,0.0,0.0,0.0,2014,0.0,894143.0,City Treasurer,40,Office of the City Treasurer,40
Civil Service Commission,146586.0,29500.0,294.0,0.0,0.0,0.0,2014,0.0,176380.0,,55,Civil Service Commission,55
Commerce,1837393.0,333199.0,26583.0,500000.0,0.0,0.0,2014,0.0,2697175.0,Commerce,42,Office of the Director of Commerce,42
Commerce-Convention Center Subsidy,0.0,15000000.0,0.0,0.0,0.0,0.0,2014,0.0,15000000.0,,42CC,Commerce: Convention Center Subsidy,42
Commerce-Economic Stimulus,0.0,1294448.0,0.0,0.0,0.0,0.0,2014,0.0,1294448.0,,42ES,Commerce: Economic Stimulus,42
District Attorney,30244298.0,1870511.0,502112.0,191000.0,0.0,0.0,2014,0.0,32807921.0,DAO,69,District Attorney's Office,69
Finance,9839565.0,5104905.0,107350.0,4275110.0,0.0,0.0,2014,0.0,19326930.0,Finance,35,Office of the Director of Finance,35
Finance-Community College Subsidy,0.0,0.0,0.0,26409207.0,0.0,0.0,2014,0.0,26409207.0,,35CC,Finance: Community College Subsidy,35
Finance-Employee Benefits,1194090202.0,0.0,0.0,0.0,0.0,0.0,2014,0.0,1194090202.0,,35EB,Finance: Employee Benefits,35
Finance-Hero Scholarship Awards,0.0,0.0,0.0,18000.0,0.0,0.0,2014,0.0,18000.0,,35HA,Finance: Hero Scholarship Awards,35
Finance-Indemnities,0.0,0.0,0.0,0.0,0.0,0.0,2014,0.0,0.0,,35IN,Finance: Indemnities,35
Finance-Refunds,0.0,0.0,0.0,100000.0,0.0,0.0,2014,0.0,100000.0,,35R,Finance: Refunds,35
Finance-School District Contribution,0.0,0.0,0.0,114050100.0,0.0,0.0,2014,0.0,114050100.0,,35SD,Finance: School District Contribution,35
Finance-Witness Fees,0.0,101452.0,0.0,0.0,0.0,0.0,2014,0.0,101452.0,,35WF,Finance: Witness Fees,35
Fire,223368941.0,4912683.0,11417793.0,418495.0,0.0,7874000.0,2014,0.0,247991912.0,Fire,13,Fire Department,13
First Judicial District,90888686.0,15796659.0,1891728.0,139114.0,0.0,0.0,2014,0.0,108716187.0,FJD,84,First Judicial District,84
Fleet Management,15840304.0,4932345.0,29234188.0,56061.0,0.0,0.0,2014,0.0,50062898.0,Fleet,25,Office of Fleet Management,25
Fleet Management -Vehicle Lease/Purch.,0.0,4483192.0,8064994.0,0.0,0.0,0.0,2014,0.0,12548186.0,,25V,Fleet: Vehicle Lease/Purchases,25
Free Library,30801445.0,2716996.0,2031862.0,186000.0,0.0,0.0,2014,0.0,35736303.0,Free Library,52,The Free Library of Philadelphia,52
Historical Commission,347973.0,942.0,789.0,0.0,0.0,0.0,2014,0.0,349704.0,,32,Historical Commission,32
Human Relations Commission,1744635.0,29500.0,9516.0,0.0,0.0,0.0,2014,0.0,1783651.0,Human Relations,54,Commission on Human Relations,54
Human Services,22776786.0,76267118.0,979940.0,217286.0,0.0,0.0,2014,0.0,100241130.0,DHS,22,Department of Human Services,22
L&I-Board of Building Standards,62431.0,0.0,0.0,0.0,0.0,0.0,2014,0.0,62431.0,,29,L&I: Board of Building and Standards,29
L&I-Board of L&I Review,125229.0,8364.0,0.0,0.0,0.0,0.0,2014,0.0,133593.0,,27,L&I: Board of Review,27
L&I-Zoning Board of Adjustments,322552.0,34540.0,0.0,0.0,0.0,0.0,2014,0.0,357092.0,ZBA,30,Zoning Board of Adjustments,30
Labor Relations,468177.0,3068.0,8082.0,0.0,0.0,0.0,2014,0.0,479327.0,,03,Labor,03
Law,6683364.0,6196944.0,241712.0,827999.0,0.0,0.0,2014,0.0,13950019.0,Law,44,Law Department,44
Licenses & Inspection,15002935.0,10099962.0,303570.0,291942.0,0.0,0.0,2014,0.0,25698409.0,L&I,26,Department of Licenses and Inspections,26
Managing Director,15697636.0,17841064.0,508630.0,346581.0,0.0,0.0,2014,0.0,34393911.0,MDO,10,Managing Director's Office,10
Managing Director-Legal Services,0.0,40596067.0,0.0,0.0,0.0,0.0,2014,0.0,40596067.0,,10LS,MDO: Legal Services,10
Mayor's Office,3956370.0,876343.0,34529.0,189205.0,0.0,0.0,2014,0.0,5056447.0,Mayor,05,Mayor's Office,05
Mayor's Office - Scholarships,0.0,0.0,0.0,200000.0,0.0,0.0,2014,0.0,200000.0,,05S,Mayor's Office: Scholarships,05
Mayor's Office of Community Empowerment and Opportunity,0.0,0.0,0.0,0.0,0.0,0.0,2014,0.0,0.0,CEO,08,Mayor's Office of Community Empowerment and Opportunity,08
Mayor's Office of Transportation & Utilities,517740.0,191197.0,0.0,0.0,0.0,0.0,2014,0.0,708937.0,,46,Mayor's Office of Transportation and Utilities,46
Mural Arts Program,446350.0,1139896.0,0.0,0.0,0.0,0.0,2014,0.0,1586246.0,Mural Arts,50,Mural Arts Program,50
Office of Arts & Culture & the Creative Economy,98456.0,391950.0,455.0,2070688.0,0.0,0.0,2014,0.0,2561549.0,Arts & Culture,58,"Office of Arts, Culture, and the Creative Economy",58
Office of Behavioral Health and Intellectual disAbility,974425.0,12693482.0,0.0,0.0,0.0,0.0,2014,0.0,13667907.0,DBH/IDS,15,Behavioral Health and Intellectual Disability Services,15
Office of Housing and Community Development,0.0,4009500.0,0.0,0.0,0.0,50959.0,2014,0.0,4060459.0,,06,Office of Housing and Community Development,06
Office of Human Resources,4548099.0,892958.0,56209.0,0.0,0.0,0.0,2014,0.0,5497266.0,OHR,56,Office of Human Resources,56
Office of Innovation and Technology,17480289.0,44205341.0,2391158.0,750.0,0.0,0.0,2014,0.0,64077538.0,OIT,04,Office of Innovation and Technology,04
Office of Property Assessment,9313967.0,1142853.0,411464.0,7500.0,0.0,0.0,2014,0.0,10875784.0,OPA,59,Office of Property Assessment,59
Office of Supportive Housing,7877851.0,36866677.0,340878.0,70399.0,0.0,0.0,2014,0.0,45155805.0,OHS,24,Office of Homeless Services,24
Office of Sustainability,0.0,0.0,0.0,0.0,0.0,0.0,2014,0.0,0.0,Sustainability,49,Office of Sustainability,49
Office of the Inspector General,1215491.0,182183.0,3045.0,0.0,0.0,0.0,2014,0.0,1400719.0,OIG,48,Office of the Inspector General,48
Parks and Recreation,41007643.0,6374442.0,2895940.0,4088702.0,0.0,0.0,2014,0.0,54366727.0,Parks & Recreation,16,Department of Parks and Recreation,16
Police,572218053.0,7016142.0,8643947.0,19195320.0,0.0,0.0,2014,0.0,607073462.0,Police,11,Police Department,11
Prisons,133217293.0,105797455.0,4768000.0,2031064.0,0.0,0.0,2014,0.0,245813812.0,Prisons,23,Philadelphia Prison System,23
Procurement,2167029.0,2594490.0,46840.0,0.0,0.0,0.0,2014,0.0,4808359.0,Procurement,38,Procurement Department,38
Public Health,43438285.0,60457775.0,5413267.0,137658.0,0.0,500000.0,2014,0.0,109946985.0,Public Health,14,Department of Public Health,14
Public Property,7603734.0,25368668.0,1207694.0,15525796.0,0.0,25935941.0,2014,0.0,75641833.0,Public Property,20,Department of Public Property,20
Public Property-SEPTA Subsidy,0.0,66016000.0,0.0,0.0,0.0,0.0,2014,0.0,66016000.0,,20SS,Public Property: SEPTA Subsidy,20
Public Property-Space Rentals,0.0,19098115.0,0.0,0.0,0.0,0.0,2014,0.0,19098115.0,,20SR,Public Property: Space Rentals,20
Public Property-Utilities,0.0,30200402.0,0.0,0.0,0.0,0.0,2014,0.0,30200402.0,,20U,Public Property: Utilities,20
Records,2659040.0,1536066.0,143303.0,1456.0,0.0,0.0,2014,0.0,4339865.0,Records,31,Department of Records,31
Register of Wills,3183909.0,43084.0,62570.0,0.0,0.0,0.0,2014,0.0,3289563.0,,68,Register of Wills,68
Revenue,15368046.0,4192789.0,599825.0,50191.0,0.0,0.0,2014,0.0,20210851.0,Revenue,36,Department of Revenue,36
Sheriff,17091441.0,347502.0,483740.0,400522.0,0.0,0.0,2014,0.0,18323205.0,Sheriff,70,Office of the Sheriff,70
Sinking Fund Commission (Debt Service),0.0,93450829.0,0.0,0.0,122481480.0,0.0,2014,0.0,215932309.0,Sinking Fund,37,Sinking Fund Commission,37
Streets - Sanitation,48199455.0,37474928.0,1595945.0,13932370.0,0.0,0.0,2014,0.0,101202698.0,,12S,Streets: Sanitation,12
Streets-Transportation,22508108.0,10837679.0,3408869.0,0.0,0.0,0.0,2014,0.0,36754656.0,,12T,Streets: Transportation,12
Youth Commission,72688.0,8144.0,2319.0,0.0,0.0,0.0,2014,0.0,83151.0,,47,Youth Commission,47
Art Museum,0.0,0.0,0.0,2585000.0,0.0,0.0,2015,0.0,2585000.0,,34,Art Museum,34
Atwater Kent Museum,180906.0,0.0,0.0,50000.0,0.0,0.0,2015,0.0,230906.0,Atwater Kent,18,Atwater Kent Museum,18
Auditing (City Controller),7599194.0,637405.0,24990.0,10000.0,0.0,0.0,2015,0.0,8271589.0,,61,City Controller's Office,61
Board of Ethics,843844.0,50648.0,3734.0,0.0,0.0,0.0,2015,0.0,898226.0,,45,Board of Ethics,45
Board of Revision of Taxes,985057.0,35200.0,15720.0,0.0,0.0,0.0,2015,0.0,1035977.0,BRT,63,Board of Revision of Taxes,63
City Commissioners,5192287.0,3490770.0,536391.0,0.0,0.0,0.0,2015,0.0,9219448.0,City Commissioners,73,City Commissioner's Office,73
City Council,12339907.0,1971251.0,324294.0,0.0,0.0,0.0,2015,0.0,14635452.0,,01,City Council,01
City Planning Commission,2176554.0,79323.0,22536.0,0.0,0.0,0.0,2015,0.0,2278413.0,,51,City Planning Commission,51
City Representative,417223.0,553041.0,53841.0,0.0,0.0,0.0,2015,0.0,1024105.0,City Rep,41,Office of the City Representative,41
City Treasurer,802019.0,101478.0,21380.0,0.0,0.0,0.0,2015,0.0,924877.0,City Treasurer,40,Office of the City Treasurer,40
Civil Service Commission,153885.0,29500.0,307.0,0.0,0.0,0.0,2015,0.0,183692.0,,55,Civil Service Commission,55
Commerce,1925310.0,5433430.0,25875.0,500500.0,0.0,0.0,2015,0.0,7885115.0,Commerce,42,Office of the Director of Commerce,42
Commerce-Convention Center Subsidy,0.0,15000000.0,0.0,0.0,0.0,0.0,2015,0.0,15000000.0,,42CC,Commerce: Convention Center Subsidy,42
Commerce-Economic Stimulus,0.0,1294448.0,0.0,0.0,0.0,0.0,2015,0.0,1294448.0,,42ES,Commerce: Economic Stimulus,42
District Attorney,32780607.0,2216059.0,564164.0,560.0,0.0,0.0,2015,0.0,35561390.0,DAO,69,District Attorney's Office,69
Finance,10516461.0,4867021.0,99103.0,6836367.0,0.0,0.0,2015,0.0,22318952.0,Finance,35,Office of the Director of Finance,35
Finance-Community College Subsidy,0.0,0.0,0.0,26909207.0,0.0,0.0,2015,0.0,26909207.0,,35CC,Finance: Community College Subsidy,35
Finance-Employee Benefits,1099541937.0,0.0,0.0,0.0,0.0,0.0,2015,0.0,1099541937.0,,35EB,Finance: Employee Benefits,35
Finance-Hero Scholarship Awards,0.0,0.0,0.0,18000.0,0.0,0.0,2015,0.0,18000.0,,35HA,Finance: Hero Scholarship Awards,35
Finance-Indemnities,0.0,0.0,0.0,0.0,0.0,0.0,2015,0.0,0.0,,35IN,Finance: Indemnities,35
Finance-Refunds,0.0,0.0,0.0,2.0,0.0,0.0,2015,0.0,2.0,,35R,Finance: Refunds,35
Finance-School District Contribution,0.0,0.0,0.0,69110300.0,0.0,0.0,2015,0.0,69110300.0,,35SD,Finance: School District Contribution,35
Finance-Witness Fees,0.0,121005.0,0.0,0.0,0.0,0.0,2015,0.0,121005.0,,35WF,Finance: Witness Fees,35
Fire,208073020.0,5100465.0,10820404.0,370751.0,0.0,8162000.0,2015,0.0,232526640.0,Fire,13,Fire Department,13
First Judicial District,98382318.0,17054327.0,2390868.0,149032.0,0.0,0.0,2015,0.0,117976545.0,FJD,84,First Judicial District,84
Fleet Management,17168958.0,5026688.0,26455321.0,67500.0,0.0,0.0,2015,0.0,48718467.0,Fleet,25,Office of Fleet Management,25
Fleet Management -Vehicle Lease/Purch.,0.0,4483192.0,7463291.0,0.0,0.0,0.0,2015,0.0,11946483.0,,25V,Fleet: Vehicle Lease/Purchases,25
Free Library,35306130.0,2750124.0,2230116.0,382500.0,0.0,0.0,2015,0.0,40668870.0,Free Library,52,The Free Library of Philadelphia,52
Historical Commission,383402.0,150.0,809.0,0.0,0.0,0.0,2015,0.0,384361.0,,32,Historical Commission,32
Human Relations Commission,1779986.0,32821.0,10274.0,0.0,0.0,0.0,2015,0.0,1823081.0,Human Relations,54,Commission on Human Relations,54
Human Services,17570666.0,77339474.0,645815.0,987970.0,0.0,0.0,2015,0.0,96543925.0,DHS,22,Department of Human Services,22
L&I-Board of Building Standards,63025.0,0.0,0.0,0.0,0.0,0.0,2015,0.0,63025.0,,29,L&I: Board of Building and Standards,29
L&I-Board of L&I Review,127421.0,10436.0,0.0,0.0,0.0,0.0,2015,0.0,137857.0,,27,L&I: Board of Review,27
L&I-Zoning Board of Adjustments,339261.0,34541.0,0.0,0.0,0.0,0.0,2015,0.0,373802.0,ZBA,30,Zoning Board of Adjustments,30
Labor Relations,657403.0,2852.0,7226.0,0.0,0.0,0.0,2015,0.0,667481.0,,03,Labor,03
Law,6952307.0,8148997.0,242484.0,399122.0,0.0,0.0,2015,0.0,15742910.0,Law,44,Law Department,44
Licenses & Inspections,17339944.0,10040701.0,983088.0,1447843.0,0.0,0.0,2015,0.0,29811576.0,L&I,26,Department of Licenses and Inspections,26
Managing Director,16162124.0,18181513.0,755363.0,7107.0,0.0,0.0,2015,0.0,35106107.0,MDO,10,Managing Director's Office,10
Managing Director-Legal Services,0.0,42923209.0,0.0,0.0,0.0,0.0,2015,0.0,42923209.0,,10LS,MDO: Legal Services,10
Mayor - Office of Community Schools & Pre-K,0.0,0.0,0.0,0.0,0.0,0.0,2015,0.0,0.0,OCF,66,Office of Children and Families,66
Mayor - Office of the Chief Administrative Officer,0.0,0.0,0.0,0.0,0.0,0.0,2015,0.0,0.0,CAO,65,Office of the Chief Administrative Officer,65
Mayor - Planning and Development,0.0,0.0,0.0,0.0,0.0,0.0,2015,0.0,0.0,,62,Mayor's Office of Planning and Development,62
Mayor's Office,4099398.0,856204.0,34996.0,10082.0,0.0,0.0,2015,0.0,5000680.0,Mayor,05,Mayor's Office,05
